id_expedition;id_commande;id_produit;quantité;entrepôt;date_expedition;date_livraison;transporteur;coût_transport;délai_livraison
SHP026949;O031833;P00195;1;Lyon;2024-09-15;2024-09-19;FedEx;12.45;4
SHP026950;O031834;P00008;1;Marseille;2024-04-19;2024-04-25;Chronopost;6.85;6
SHP026951;O031835;P00417;1;Marseille;2024-12-05;2024-12-07;DHL;10.0;2
SHP026952;O031837;P00924;5;Marseille;2024-04-12;2024-04-14;DHL;15.58;2
SHP026953;O031838;P00843;3;Paris;2024-05-04;2024-05-10;UPS;12.94;6
SHP026954;O031839;P00958;1;Paris;2024-08-21;2024-08-24;FedEx;14.1;3
SHP026955;O031840;P00551;1;Paris;2024-04-02;2024-04-04;DHL;11.86;2
SHP026956;O031841;P00147;8;Lyon;2024-12-24;2024-12-31;Chronopost;12.49;7
SHP026957;O031842;P00604;3;Paris;2024-02-26;2024-02-28;DHL;14.01;2
SHP026958;O031844;P00671;5;Paris;2024-11-11;2024-11-14;FedEx;18.99;3
SHP026959;O031845;P00149;3;Lyon;2024-01-27;2024-01-31;UPS;12.17;4
SHP026960;O031846;P00017;1;Marseille;2024-08-15;2024-08-21;Chronopost;7.9;6
SHP026961;O031847;P00336;15;Paris;2024-12-16;2024-12-18;DHL;17.76;2
SHP026962;O031848;P00886;3;Paris;2024-02-07;2024-02-12;UPS;12.96;5
SHP026963;O031849;P00885;1;Lyon;2024-10-28;2024-11-01;FedEx;13.31;4
SHP026964;O031850;P00252;2;Paris;2024-11-21;2024-11-24;FedEx;16.06;3
SHP026965;O031851;P00886;2;Marseille;2024-12-29;2025-01-01;FedEx;15.29;3
SHP026966;O031852;P00067;1;Lyon;2024-08-03;2024-08-09;UPS;10.5;6
SHP026967;O031853;P00585;12;Lyon;2024-12-14;2024-12-16;DHL;17.47;2
SHP026968;O031854;P00403;10;Lyon;2024-01-24;2024-01-26;DHL;17.05;2
SHP026969;O031855;P00933;1;Marseille;2024-10-24;2024-10-26;DHL;11.59;2
SHP026970;O031856;P00526;2;Lyon;2024-03-14;2024-03-18;FedEx;15.52;4
SHP026971;O031857;P00540;8;Paris;2024-01-17;2024-01-21;FedEx;19.62;4
SHP026972;O031858;P00810;1;Marseille;2024-10-10;2024-10-14;UPS;10.46;4
SHP026973;O031859;P00733;3;Lyon;2024-05-30;2024-06-03;FedEx;17.92;4
SHP026974;O031860;P00934;5;Paris;2024-12-18;2024-12-21;FedEx;19.0;3
SHP026975;O031863;P00042;5;Lyon;2024-11-23;2024-11-27;FedEx;18.54;4
SHP026976;O031864;P00377;5;Paris;2024-11-29;2024-12-02;FedEx;19.06;3
SHP026977;O031865;P00352;5;Marseille;2024-03-25;2024-03-27;DHL;15.65;2
SHP026978;O031866;P00751;15;Lyon;2024-11-22;2024-11-28;UPS;15.75;6
SHP026979;O031867;P00369;2;Lyon;2024-11-07;2024-11-11;FedEx;15.46;4
SHP026980;O031870;P00973;10;Lyon;2024-05-15;2024-05-18;FedEx;20.79;3
SHP026981;O031871;P00981;1;Lyon;2024-11-26;2024-11-28;DHL;10.17;2
SHP026982;O031872;P00032;2;Marseille;2024-10-23;2024-10-26;FedEx;14.88;3
SHP026983;O031873;P00550;1;Lyon;2024-03-18;2024-03-21;FedEx;12.49;3
SHP026984;O031875;P00212;5;Paris;2024-10-16;2024-10-18;DHL;15.21;2
SHP026985;O031876;P00532;1;Marseille;2024-10-13;2024-10-17;UPS;9.71;4
SHP026986;O031877;P00143;10;Marseille;2024-02-02;2024-02-04;DHL;16.77;2
SHP026987;O031878;P00089;5;Marseille;2024-09-25;2024-09-29;FedEx;18.47;4
SHP026988;O031879;P00032;1;Paris;2024-09-13;2024-09-16;FedEx;12.29;3
SHP026989;O031880;P00971;5;Lyon;2024-12-09;2024-12-14;UPS;14.0;5
SHP026990;O031881;P00284;10;Lyon;2024-10-16;2024-10-20;FedEx;20.62;4
SHP026991;O031882;P00431;5;Paris;2024-11-05;2024-11-08;FedEx;18.61;3
SHP026992;O031883;P00979;1;Marseille;2024-12-06;2024-12-08;DHL;10.24;2
SHP026993;O031884;P00240;10;Marseille;2024-12-26;2025-01-01;UPS;15.01;6
SHP026994;O031885;P00121;8;Paris;2024-03-26;2024-03-29;FedEx;19.32;3
SHP026995;O031886;P00011;2;Paris;2024-02-18;2024-02-24;UPS;11.65;6
SHP026996;O031887;P00534;2;Lyon;2024-01-16;2024-01-20;FedEx;15.29;4
SHP026997;O031888;P00184;3;Paris;2024-12-04;2024-12-08;FedEx;16.8;4
SHP026998;O031889;P00518;10;Paris;2024-01-15;2024-01-19;FedEx;20.67;4
SHP026999;O031890;P00008;2;Paris;2024-12-17;2024-12-24;Chronopost;8.02;7
SHP027000;O031891;P00017;1;Paris;2024-01-23;2024-01-26;FedEx;13.01;3
SHP027001;O031892;P00142;10;Lyon;2024-05-07;2024-05-09;DHL;16.92;2
SHP027002;O031893;P00612;1;Lyon;2024-04-26;2024-04-28;DHL;10.21;2
SHP027003;O031894;P00906;12;Lyon;2024-11-21;2024-11-23;DHL;17.29;2
SHP027004;O031895;P00886;2;Paris;2024-03-31;2024-04-04;FedEx;15.06;4
SHP027005;O031896;P00878;3;Lyon;2024-12-25;2024-12-27;DHL;14.07;2
SHP027006;O031897;P00170;1;Lyon;2024-12-29;2025-01-01;FedEx;13.32;3
SHP027007;O031899;P00685;12;Lyon;2024-12-20;2024-12-23;FedEx;21.02;3
SHP027008;O031901;P00594;8;Marseille;2024-03-03;2024-03-07;FedEx;19.5;4
SHP027009;O031902;P00121;12;Lyon;2025-01-02;2025-01-06;FedEx;21.24;4
SHP027010;O031903;P00535;5;Marseille;2025-01-02;2025-01-06;FedEx;18.83;4
SHP027011;O031905;P00396;1;Marseille;2024-12-27;2024-12-31;FedEx;13.85;4
SHP027012;O031906;P00969;2;Paris;2024-10-07;2024-10-11;FedEx;15.08;4
SHP027013;O031907;P00444;3;Marseille;2024-09-20;2024-09-22;DHL;13.89;2
SHP027014;O031909;P00046;5;Lyon;2024-12-10;2024-12-15;UPS;13.25;5
SHP027015;O031910;P00754;12;Lyon;2024-12-25;2024-12-31;UPS;15.49;6
SHP027016;O031913;P00467;2;Paris;2024-02-18;2024-02-21;FedEx;15.84;3
SHP027017;O031914;P00736;5;Paris;2024-12-08;2024-12-14;UPS;13.92;6
SHP027018;O031915;P00055;15;Lyon;2024-10-08;2024-10-12;FedEx;21.61;4
SHP027019;O031917;P00963;1;Paris;2024-02-12;2024-02-18;UPS;10.07;6
SHP027020;O031919;P00551;10;Marseille;2024-02-16;2024-02-19;FedEx;20.63;3
SHP027021;O031920;P00466;2;Paris;2024-11-09;2024-11-11;DHL;13.37;2
SHP027022;O031921;P00597;8;Paris;2024-01-16;2024-01-19;FedEx;19.32;3
SHP027023;O031922;P00963;2;Marseille;2024-12-05;2024-12-07;DHL;12.35;2
SHP027024;O031923;P00152;2;Marseille;2024-02-21;2024-02-24;FedEx;15.34;3
SHP027025;O031924;P00890;1;Lyon;2024-04-27;2024-04-30;FedEx;12.27;3
SHP027026;O031925;P00986;15;Marseille;2024-11-05;2024-11-08;FedEx;21.71;3
SHP027027;O031926;P00970;8;Paris;2024-11-09;2024-11-13;FedEx;20.13;4
SHP027028;O031927;P00613;1;Paris;2024-12-10;2024-12-12;DHL;10.75;2
SHP027029;O031928;P00305;20;Lyon;2024-04-10;2024-04-14;FedEx;22.0;4
SHP027030;O031929;P00798;5;Marseille;2024-12-23;2024-12-25;DHL;14.84;2
SHP027031;O031931;P00398;10;Marseille;2024-12-27;2024-12-31;FedEx;20.54;4
SHP027032;O031932;P00763;1;Paris;2024-05-09;2024-05-12;FedEx;12.67;3
SHP027033;O031933;P00008;2;Marseille;2024-09-11;2024-09-18;Chronopost;9.12;7
SHP027034;O031934;P00943;5;Lyon;2024-12-09;2024-12-16;Chronopost;11.36;7
SHP027035;O031935;P00859;1;Marseille;2024-02-13;2024-02-16;FedEx;13.06;3
SHP027036;O031937;P00032;3;Marseille;2024-04-08;2024-04-12;FedEx;16.89;4
SHP027037;O031939;P00387;2;Lyon;2024-12-27;2024-12-31;UPS;12.1;4
SHP027038;O031940;P00106;1;Marseille;2024-05-09;2024-05-13;FedEx;14.16;4
SHP027039;O031941;P00906;2;Paris;2024-08-27;2024-08-29;DHL;12.4;2
SHP027040;O031942;P00121;15;Paris;2024-11-03;2024-11-06;FedEx;21.67;3
SHP027041;O031944;P00029;2;Paris;2024-12-21;2024-12-23;DHL;12.31;2
SHP027042;O031945;P00234;1;Marseille;2024-09-12;2024-09-16;UPS;10.49;4
SHP027043;O031946;P00452;3;Paris;2024-12-30;2025-01-03;UPS;12.75;4
SHP027044;O031947;P00732;5;Marseille;2024-08-19;2024-08-23;FedEx;18.71;4
SHP027045;O031948;P00935;8;Paris;2024-12-20;2024-12-24;UPS;14.08;4
SHP027046;O031950;P00859;8;Paris;2024-06-13;2024-06-17;UPS;14.28;4
SHP027047;O031951;P00963;1;Lyon;2024-09-20;2024-09-24;UPS;9.26;4
SHP027048;O031953;P00336;2;Lyon;2024-12-22;2024-12-28;Chronopost;9.15;6
SHP027049;O031954;P00357;8;Lyon;2024-11-29;2024-12-03;FedEx;19.74;4
SHP027050;O031955;P00809;12;Marseille;2024-01-23;2024-01-25;DHL;17.24;2
SHP027051;O031957;P00281;5;Lyon;2024-01-15;2024-01-19;FedEx;18.02;4
SHP027052;O031958;P00398;1;Lyon;2024-05-22;2024-05-25;FedEx;12.52;3
SHP027053;O031959;P00933;2;Lyon;2024-03-29;2024-04-04;UPS;11.78;6
SHP027054;O031960;P00631;1;Lyon;2024-01-22;2024-01-29;Chronopost;6.59;7
SHP027055;O031961;P00688;8;Marseille;2024-08-22;2024-08-25;FedEx;19.49;3
SHP027056;O031962;P00470;1;Marseille;2024-11-18;2024-11-21;FedEx;12.64;3
SHP027057;O031964;P00778;1;Lyon;2024-04-23;2024-04-25;DHL;11.49;2
SHP027058;O031965;P00379;2;Lyon;2024-12-30;2025-01-05;UPS;11.92;6
SHP027059;O031966;P00303;3;Marseille;2024-08-28;2024-08-30;DHL;13.7;2
SHP027060;O031967;P00404;2;Paris;2024-11-20;2024-11-26;Chronopost;9.25;6
SHP027061;O031968;P00819;3;Lyon;2024-03-12;2024-03-14;DHL;13.71;2
SHP027062;O031969;P00831;5;Lyon;2024-10-12;2024-10-18;UPS;13.99;6
SHP027063;O031970;P00691;2;Paris;2024-10-24;2024-10-31;Chronopost;8.95;7
SHP027064;O031971;P00343;3;Marseille;2024-01-14;2024-01-18;UPS;12.83;4
SHP027065;O031972;P00751;2;Lyon;2024-05-02;2024-05-06;FedEx;15.03;4
SHP027066;O031973;P00923;2;Paris;2024-10-25;2024-10-28;FedEx;15.54;3
SHP027067;O031974;P00234;5;Lyon;2024-12-26;2024-12-28;DHL;14.91;2
SHP027068;O031975;P00792;3;Paris;2024-02-18;2024-02-20;DHL;13.92;2
SHP027069;O031977;P00212;8;Marseille;2024-11-05;2024-11-08;FedEx;19.23;3
SHP027070;O031978;P00234;3;Lyon;2024-09-25;2024-09-27;DHL;14.48;2
SHP027071;O031979;P00362;8;Marseille;2024-09-25;2024-09-27;DHL;16.43;2
SHP027072;O031980;P00250;2;Marseille;2024-09-11;2024-09-18;Chronopost;9.55;7
SHP027073;O031981;P00561;3;Marseille;2024-01-11;2024-01-16;UPS;12.44;5
SHP027074;O031982;P00503;5;Paris;2024-10-20;2024-10-24;FedEx;18.7;4
SHP027075;O031983;P00220;1;Lyon;2024-11-15;2024-11-19;FedEx;14.21;4
SHP027076;O031984;P00778;2;Marseille;2024-09-12;2024-09-15;FedEx;15.86;3
SHP027077;O031985;P00503;5;Lyon;2024-06-29;2024-07-04;UPS;13.37;5
SHP027078;O031986;P00133;1;Lyon;2024-12-13;2024-12-17;FedEx;12.29;4
SHP027079;O031987;P00341;2;Paris;2024-05-30;2024-06-05;UPS;12.06;6
SHP027080;O031988;P00046;3;Marseille;2024-12-11;2024-12-17;UPS;13.19;6
SHP027081;O031990;P00604;15;Paris;2024-11-14;2024-11-18;FedEx;21.67;4
SHP027082;O031993;P00516;10;Paris;2024-12-20;2024-12-25;UPS;15.14;5
SHP027083;O031994;P00508;2;Marseille;2024-04-01;2024-04-03;DHL;12.25;2
SHP027084;O031996;P00417;3;Lyon;2024-02-10;2024-02-14;FedEx;17.07;4
SHP027085;O031997;P00373;1;Lyon;2024-09-27;2024-09-29;DHL;10.45;2
SHP027086;O031998;P00128;1;Marseille;2024-01-30;2024-02-03;FedEx;14.41;4
SHP027087;O031999;P00568;8;Paris;2024-01-30;2024-02-02;FedEx;19.75;3
SHP027088;O032000;P00764;1;Lyon;2024-02-06;2024-02-08;DHL;10.99;2
SHP027089;O032001;P00873;2;Paris;2024-03-11;2024-03-13;DHL;12.06;2
SHP027090;O032002;P00319;15;Marseille;2024-04-05;2024-04-09;FedEx;21.44;4
SHP027091;O032003;P00809;10;Marseille;2024-08-17;2024-08-21;UPS;14.77;4
SHP027092;O032004;P00843;8;Lyon;2024-11-28;2024-12-05;Chronopost;12.25;7
SHP027093;O032005;P00943;10;Paris;2024-12-19;2024-12-23;FedEx;20.65;4
SHP027094;O032006;P00629;8;Marseille;2024-04-21;2024-04-27;Chronopost;12.0;6
SHP027095;O032007;P00024;1;Marseille;2024-12-03;2024-12-08;UPS;9.84;5
SHP027096;O032009;P00063;3;Paris;2024-10-20;2024-10-25;UPS;12.62;5
SHP027097;O032010;P00070;2;Lyon;2024-12-15;2024-12-18;FedEx;16.44;3
SHP027098;O032011;P00592;2;Marseille;2024-11-10;2024-11-12;DHL;12.49;2
SHP027099;O032012;P00802;10;Paris;2024-10-21;2024-10-26;UPS;14.84;5
SHP027100;O032013;P00654;3;Paris;2024-03-12;2024-03-16;FedEx;16.64;4
SHP027101;O032014;P00466;1;Paris;2024-11-13;2024-11-16;FedEx;12.6;3
SHP027102;O032015;P00515;2;Lyon;2024-11-17;2024-11-21;FedEx;14.75;4
SHP027103;O032016;P00336;1;Marseille;2024-05-27;2024-05-30;FedEx;14.29;3
SHP027104;O032017;P00620;10;Marseille;2024-01-30;2024-02-03;FedEx;20.87;4
SHP027105;O032018;P00981;5;Lyon;2024-12-07;2024-12-11;FedEx;18.47;4
SHP027106;O032020;P00434;3;Paris;2024-12-09;2024-12-14;UPS;12.92;5
SHP027107;O032021;P00202;3;Paris;2024-09-19;2024-09-22;FedEx;17.07;3
SHP027108;O032022;P00336;5;Paris;2024-07-31;2024-08-06;Chronopost;11.2;6
SHP027109;O032025;P00957;8;Lyon;2024-02-04;2024-02-08;UPS;14.28;4
SHP027110;O032026;P00373;3;Marseille;2024-08-28;2024-09-02;UPS;12.88;5
SHP027111;O032027;P00568;12;Marseille;2024-09-06;2024-09-08;DHL;17.51;2
SHP027112;O032029;P00629;15;Marseille;2024-10-13;2024-10-16;FedEx;21.77;3
SHP027113;O032030;P00234;20;Paris;2024-08-14;2024-08-18;FedEx;21.95;4
SHP027114;O032031;P00722;5;Lyon;2024-02-21;2024-02-27;Chronopost;11.36;6
SHP027115;O032032;P00343;12;Lyon;2024-09-26;2024-10-03;Chronopost;13.46;7
SHP027116;O032033;P00718;2;Marseille;2025-01-02;2025-01-04;DHL;13.24;2
SHP027117;O032034;P00330;10;Marseille;2025-01-03;2025-01-09;UPS;15.02;6
SHP027118;O032035;P00979;12;Paris;2024-12-07;2024-12-10;FedEx;21.09;3
SHP027119;O032036;P00665;12;Paris;2024-10-29;2024-11-01;FedEx;21.04;3
SHP027120;O032037;P00334;10;Paris;2024-02-26;2024-02-29;FedEx;20.31;3
SHP027121;O032038;P00532;2;Paris;2024-02-23;2024-02-27;FedEx;16.07;4
SHP027122;O032039;P00767;1;Paris;2024-12-24;2024-12-26;DHL;11.27;2
SHP027123;O032040;P00231;2;Lyon;2024-12-12;2024-12-16;FedEx;15.34;4
SHP027124;O032041;P00333;8;Marseille;2024-01-25;2024-01-28;FedEx;19.67;3
SHP027125;O032042;P00747;1;Lyon;2024-01-14;2024-01-18;FedEx;14.33;4
SHP027126;O032043;P00049;3;Marseille;2024-02-16;2024-02-19;FedEx;16.78;3
SHP027127;O032044;P00063;3;Marseille;2024-12-21;2024-12-25;FedEx;17.65;4
SHP027128;O032045;P00149;5;Paris;2024-03-12;2024-03-14;DHL;14.83;2
SHP027129;O032046;P00149;12;Paris;2024-12-08;2024-12-11;FedEx;21.36;3
SHP027130;O032048;P00529;5;Marseille;2024-11-23;2024-11-27;FedEx;18.61;4
SHP027131;O032049;P00881;8;Paris;2024-12-10;2024-12-12;DHL;16.29;2
SHP027132;O032050;P00242;3;Lyon;2024-06-08;2024-06-14;UPS;13.07;6
SHP027133;O032051;P00895;10;Paris;2024-12-06;2024-12-12;Chronopost;12.67;6
SHP027134;O032052;P00924;2;Marseille;2024-11-23;2024-11-29;Chronopost;8.11;6
SHP027135;O032054;P00097;1;Paris;2024-06-02;2024-06-05;FedEx;14.1;3
SHP027136;O032057;P00273;12;Lyon;2024-10-30;2024-11-01;DHL;17.41;2
SHP027137;O032059;P00579;5;Paris;2025-01-01;2025-01-04;FedEx;18.93;3
SHP027138;O032060;P00551;5;Lyon;2024-09-06;2024-09-10;FedEx;18.72;4
SHP027139;O032061;P00963;3;Lyon;2024-06-17;2024-06-21;UPS;12.27;4
SHP027140;O032062;P00521;2;Paris;2024-11-08;2024-11-12;FedEx;15.77;4
SHP027141;O032063;P00310;3;Marseille;2024-11-05;2024-11-07;DHL;14.45;2
SHP027142;O032064;P00075;1;Lyon;2024-05-20;2024-05-23;FedEx;13.21;3
SHP027143;O032065;P00921;3;Paris;2025-01-01;2025-01-08;Chronopost;9.64;7
SHP027144;O032066;P00876;3;Lyon;2024-09-21;2024-09-25;FedEx;16.55;4
SHP027145;O032068;P00099;3;Lyon;2024-11-02;2024-11-08;UPS;12.77;6
SHP027146;O032069;P00631;5;Lyon;2024-10-03;2024-10-05;DHL;15.08;2
SHP027147;O032071;P00923;15;Lyon;2024-07-28;2024-07-30;DHL;17.66;2
SHP027148;O032072;P00634;5;Lyon;2024-04-01;2024-04-04;FedEx;18.52;3
SHP027149;O032073;P00488;10;Marseille;2024-08-29;2024-09-05;Chronopost;13.07;7
SHP027150;O032074;P00558;3;Marseille;2024-05-24;2024-05-30;UPS;12.89;6
SHP027151;O032076;P00893;5;Lyon;2024-06-10;2024-06-15;UPS;13.39;5
SHP027152;O032077;P00387;1;Marseille;2024-08-28;2024-09-01;FedEx;12.7;4
SHP027153;O032078;P00612;1;Marseille;2024-09-29;2024-10-04;UPS;9.93;5
SHP027154;O032079;P00924;3;Marseille;2024-11-08;2024-11-12;FedEx;17.8;4
SHP027155;O032080;P00121;2;Lyon;2024-10-20;2024-10-27;Chronopost;9.17;7
SHP027156;O032081;P00466;8;Lyon;2024-12-04;2024-12-07;FedEx;19.99;3
SHP027157;O032084;P00603;3;Marseille;2024-01-20;2024-01-23;FedEx;17.43;3
SHP027158;O032085;P00515;10;Paris;2024-12-19;2024-12-22;FedEx;20.82;3
SHP027159;O032086;P00327;15;Paris;2024-11-14;2024-11-17;FedEx;21.72;3
SHP027160;O032087;P00258;1;Paris;2024-11-30;2024-12-04;FedEx;13.48;4
SHP027161;O032089;P00536;2;Paris;2025-01-02;2025-01-05;FedEx;15.95;3
SHP027162;O032090;P00632;5;Paris;2024-12-08;2024-12-10;DHL;15.32;2
SHP027163;O032091;P00535;2;Lyon;2024-02-18;2024-02-22;FedEx;15.05;4
SHP027164;O032092;P00653;2;Lyon;2024-03-04;2024-03-06;DHL;12.14;2
SHP027165;O032093;P00017;8;Marseille;2024-12-04;2024-12-06;DHL;16.51;2
SHP027166;O032094;P00759;20;Lyon;2024-12-13;2024-12-17;FedEx;21.8;4
SHP027167;O032095;P00613;8;Lyon;2024-08-19;2024-08-25;UPS;14.42;6
SHP027168;O032097;P00380;3;Paris;2024-05-31;2024-06-03;FedEx;17.24;3
SHP027169;O032098;P00466;2;Paris;2024-08-08;2024-08-10;DHL;13.54;2
SHP027170;O032099;P00359;3;Paris;2024-03-06;2024-03-12;UPS;12.78;6
SHP027171;O032100;P00210;3;Lyon;2024-11-15;2024-11-18;FedEx;16.63;3
SHP027172;O032101;P00631;3;Paris;2024-10-29;2024-11-02;FedEx;17.03;4
SHP027173;O032102;P00602;1;Lyon;2024-01-16;2024-01-18;DHL;11.63;2
SHP027174;O032104;P00890;12;Lyon;2024-02-11;2024-02-16;UPS;15.33;5
SHP027175;O032105;P00226;8;Paris;2024-02-24;2024-02-29;UPS;14.28;5
SHP027176;O032106;P00398;5;Paris;2024-10-30;2024-11-03;FedEx;18.81;4
SHP027177;O032107;P00435;15;Paris;2024-05-03;2024-05-08;UPS;15.65;5
SHP027178;O032108;P00250;2;Lyon;2024-12-11;2024-12-15;FedEx;14.84;4
SHP027179;O032109;P00986;1;Lyon;2024-06-27;2024-07-01;UPS;9.57;4
SHP027180;O032110;P00933;10;Lyon;2024-05-09;2024-05-12;FedEx;20.26;3
SHP027181;O032111;P00063;20;Marseille;2024-09-05;2024-09-11;UPS;15.99;6
SHP027182;O032112;P00526;3;Paris;2024-04-28;2024-04-30;DHL;14.63;2
SHP027183;O032113;P00284;1;Marseille;2024-08-08;2024-08-12;FedEx;12.59;4
SHP027184;O032114;P00986;8;Lyon;2024-09-09;2024-09-11;DHL;16.24;2
SHP027185;O032115;P00893;1;Marseille;2024-02-22;2024-02-26;UPS;9.52;4
SHP027186;O032118;P00358;3;Lyon;2024-11-19;2024-11-21;DHL;14.32;2
SHP027187;O032119;P00791;2;Paris;2024-05-19;2024-05-22;FedEx;14.78;3
SHP027188;O032120;P00594;12;Marseille;2024-11-29;2024-12-05;UPS;15.41;6
SHP027189;O032121;P00330;3;Marseille;2024-08-16;2024-08-20;FedEx;16.51;4
SHP027190;O032123;P00449;12;Paris;2024-10-07;2024-10-10;FedEx;20.98;3
SHP027191;O032124;P00740;2;Paris;2025-01-02;2025-01-08;Chronopost;8.39;6
SHP027192;O032125;P00135;2;Paris;2024-11-12;2024-11-16;UPS;11.71;4
SHP027193;O032126;P00044;15;Lyon;2024-10-26;2024-11-02;Chronopost;13.58;7
SHP027194;O032127;P00133;1;Paris;2024-10-23;2024-10-26;FedEx;14.01;3
SHP027195;O032128;P00233;3;Lyon;2024-12-17;2024-12-23;UPS;13.05;6
SHP027196;O032130;P00791;2;Lyon;2024-12-09;2024-12-13;FedEx;15.89;4
SHP027197;O032131;P00462;8;Paris;2024-02-25;2024-03-01;UPS;14.42;5
SHP027198;O032132;P00970;1;Marseille;2024-11-01;2024-11-03;DHL;11.03;2
SHP027199;O032133;P00890;2;Lyon;2024-12-06;2024-12-10;FedEx;16.37;4
SHP027200;O032134;P00952;5;Marseille;2024-03-12;2024-03-19;Chronopost;11.59;7
SHP027201;O032135;P00371;2;Marseille;2025-01-01;2025-01-05;FedEx;16.07;4
SHP027202;O032136;P00979;1;Paris;2024-01-29;2024-02-04;UPS;9.41;6
SHP027203;O032137;P00390;5;Marseille;2024-10-06;2024-10-08;DHL;15.64;2
SHP027204;O032139;P00467;3;Lyon;2024-03-06;2024-03-12;UPS;12.52;6
SHP027205;O032140;P00373;1;Paris;2024-07-11;2024-07-13;DHL;10.09;2
SHP027206;O032141;P00598;5;Marseille;2024-12-10;2024-12-12;DHL;14.9;2
SHP027207;O032143;P00232;12;Paris;2024-06-25;2024-06-30;UPS;15.44;5
SHP027208;O032144;P00152;1;Marseille;2024-10-16;2024-10-20;FedEx;13.11;4
SHP027209;O032145;P00133;3;Marseille;2024-12-11;2024-12-15;FedEx;17.91;4
SHP027210;O032146;P00631;8;Lyon;2024-11-29;2024-12-02;FedEx;19.29;3
SHP027211;O032147;P00411;1;Marseille;2024-11-03;2024-11-05;DHL;10.57;2
SHP027212;O032148;P00121;1;Marseille;2024-12-18;2024-12-20;DHL;10.18;2
SHP027213;O032149;P00184;3;Lyon;2024-12-30;2025-01-01;DHL;13.71;2
SHP027214;O032150;P00404;8;Lyon;2024-12-18;2024-12-22;UPS;14.54;4
SHP027215;O032151;P00181;1;Paris;2024-10-11;2024-10-13;DHL;11.29;2
SHP027216;O032152;P00481;10;Paris;2024-09-30;2024-10-02;DHL;16.69;2
SHP027217;O032153;P00576;5;Paris;2024-11-05;2024-11-09;FedEx;18.57;4
SHP027218;O032154;P00506;2;Marseille;2024-11-18;2024-11-23;UPS;11.33;5
SHP027219;O032155;P00387;3;Paris;2024-06-26;2024-06-30;FedEx;17.16;4
SHP027220;O032156;P00046;15;Marseille;2024-10-15;2024-10-22;Chronopost;13.72;7
SHP027221;O032157;P00938;1;Lyon;2024-10-21;2024-10-27;Chronopost;7.73;6
SHP027222;O032159;P00355;3;Lyon;2024-06-22;2024-06-26;FedEx;17.0;4
SHP027223;O032160;P00503;5;Paris;2024-08-10;2024-08-12;DHL;15.0;2
SHP027224;O032162;P00011;1;Paris;2024-02-11;2024-02-13;DHL;11.1;2
SHP027225;O032163;P00135;1;Marseille;2024-07-18;2024-07-22;UPS;9.3;4
SHP027226;O032164;P00398;1;Lyon;2024-12-19;2024-12-23;FedEx;12.13;4
SHP027227;O032165;P00011;2;Paris;2024-05-08;2024-05-10;DHL;12.6;2
SHP027228;O032166;P00452;1;Lyon;2024-12-05;2024-12-08;FedEx;12.74;3
SHP027229;O032167;P00755;8;Paris;2024-09-25;2024-10-02;Chronopost;12.43;7
SHP027230;O032168;P00093;20;Marseille;2024-09-19;2024-09-21;DHL;17.98;2
SHP027231;O032169;P00236;1;Lyon;2024-10-07;2024-10-11;FedEx;12.61;4
SHP027232;O032170;P00603;2;Marseille;2024-04-15;2024-04-21;UPS;12.03;6
SHP027233;O032171;P00792;1;Marseille;2025-01-01;2025-01-03;DHL;10.21;2
SHP027234;O032172;P00212;1;Marseille;2024-09-28;2024-10-02;FedEx;13.34;4
SHP027235;O032173;P00202;2;Paris;2024-06-27;2024-06-29;DHL;12.58;2
SHP027236;O032176;P00488;2;Marseille;2024-04-26;2024-04-29;FedEx;15.94;3
SHP027237;O032178;P00149;12;Lyon;2024-01-10;2024-01-12;DHL;17.52;2
SHP027238;O032179;P00152;2;Lyon;2024-12-18;2024-12-24;Chronopost;9.17;6
SHP027239;O032180;P00105;3;Marseille;2024-03-22;2024-03-25;FedEx;16.96;3
SHP027240;O032181;P00905;1;Lyon;2024-01-27;2024-02-01;UPS;10.72;5
SHP027241;O032182;P00881;1;Paris;2024-10-08;2024-10-10;DHL;10.0;2
SHP027242;O032183;P00055;12;Lyon;2024-12-11;2024-12-13;DHL;17.19;2
SHP027243;O032184;P00140;1;Lyon;2024-12-18;2024-12-24;UPS;9.57;6
SHP027244;O032185;P00182;15;Lyon;2024-11-03;2024-11-07;FedEx;21.64;4
SHP027245;O032188;P00055;1;Marseille;2024-12-28;2024-12-30;DHL;11.05;2
SHP027246;O032189;P00658;5;Paris;2024-10-23;2024-10-27;FedEx;18.05;4
SHP027247;O032190;P00811;20;Lyon;2024-10-31;2024-11-04;FedEx;21.99;4
SHP027248;O032191;P00355;1;Marseille;2024-02-26;2024-02-29;FedEx;13.38;3
SHP027249;O032192;P00008;2;Marseille;2024-04-12;2024-04-15;FedEx;16.24;3
SHP027250;O032194;P00213;8;Paris;2024-04-27;2024-05-01;FedEx;19.8;4
SHP027251;O032195;P00518;1;Lyon;2024-10-19;2024-10-21;DHL;10.26;2
SHP027252;O032196;P00183;5;Marseille;2024-12-29;2025-01-01;FedEx;18.9;3
SHP027253;O032198;P00733;1;Lyon;2024-08-25;2024-08-29;FedEx;12.8;4
SHP027254;O032199;P00968;1;Marseille;2024-03-14;2024-03-18;FedEx;14.37;4
SHP027255;O032201;P00184;1;Paris;2024-12-13;2024-12-18;UPS;10.12;5
