id_achat;date_achat;id_produit;quantité;id_fournisseur;prix_unitaire;délai_livraison_jours
PO005238;24/09/2024;P00552;25;S029;62.33;14
PO005239;23/11/2024;P00332;25;S016;207.43;4
PO005240;22/11/2024;P00163;300;S017;25.11;13
PO005241;26/10/2024;P00282;25;S006;267.17;9
PO005242;21/09/2024;P00358;75;S008;239.29;8
PO005243;26/10/2024;P00255;10;S029;56.95;13
PO005244;03/07/2024;P00725;10;S028;106.67;12
PO005245;17/10/2024;P00835;100;S010;145.14;8
PO005246;12/12/2024;P00561;100;S028;160.46;3
PO005247;28/03/2024;P00749;25;S030;299.9;13
PO005248;02/10/2024;P00777;200;S028;134.74;14
PO005249;20/04/2024;P00803;100;S049;239.56;10
PO005250;30/05/2024;P00809;50;S028;164.89;9
PO005251;11/03/2024;P00220;25;S029;91.63;2
PO005252;13/06/2024;P00829;150;S008;230.46;13
PO005253;02/12/2024;P00543;100;S048;259.56;9
PO005254;15/03/2024;P00950;25;S029;188.42;4
PO005255;05/06/2024;P00650;50;S028;215.31;10
PO005256;20/02/2024;P00858;25;S029;51.53;10
PO005257;03/03/2024;P00969;50;S010;32.31;13
PO005258;11/03/2024;P00285;50;S029;175.44;13
PO005259;19/11/2024;P00330;500;S028;31.08;4
PO005260;10/04/2024;P00492;150;S028;65.07;6
PO005261;23/11/2024;P00791;150;S029;271.05;5
PO005262;30/11/2024;P00228;50;S028;160.66;3
PO005263;19/04/2024;P00640;10;S002;252.09;10
PO005264;09/07/2024;P00472;10;S029;13.44;2
PO005265;03/04/2024;P00868;75;S012;139.27;11
PO005266;02/04/2024;P00914;50;S028;102.71;12
PO005267;09/02/2024;P00342;25;S028;277.11;4
PO005268;25/06/2024;P00554;10;S042;274.51;14
PO005269;10/09/2024;P00333;200;S004;107.54;2
PO005270;22/04/2024;P00889;100;S028;232.87;14
PO005271;12/09/2024;P00714;25;S028;179.15;5
PO005272;16/06/2024;P00174;150;S002;59.07;7
PO005273;22/01/2024;P00683;150;S048;263.52;3
PO005274;22/05/2024;P00645;50;S028;67.97;14
PO005275;13/06/2024;P00843;25;S046;119.21;14
PO005276;12/07/2024;P00826;150;S029;215.18;4
PO005277;11/06/2024;P00099;50;S012;74.09;7
PO005278;31/08/2024;P00045;150;S008;71.22;2
PO005279;17/10/2024;P00442;10;S049;285.69;7
PO005280;19/10/2024;P00544;75;S005;177.79;11
PO005281;27/04/2024;P00833;25;S028;200.9;10
PO005282;24/10/2024;P00687;100;S017;130.6;9
PO005283;27/01/2024;P00499;500;S029;268.31;12
PO005284;23/07/2024;P00887;50;S048;208.53;4
PO005285;09/02/2024;P00205;25;S002;168.26;14
PO005286;03/03/2024;P00998;50;S008;186.58;3
PO005287;27/06/2024;P00134;200;S048;293.13;8
PO005288;14/07/2024;P00014;150;S028;179.66;2
PO005289;10/09/2024;P00563;25;S039;40.03;3
PO005290;13/05/2024;P00963;300;S008;109.21;8
PO005291;04/02/2024;P00454;100;S029;277.91;2
PO005292;01/12/2024;P00960;25;S016;101.15;3
PO005293;24/11/2024;P00122;75;S029;208.48;3
PO005294;14/05/2024;P00480;75;S012;280.2;12
PO005295;28/09/2024;P00380;150;S041;111.61;14
PO005296;26/03/2024;P00061;50;S008;269.48;10
PO005297;12/06/2024;P00587;200;S029;137.41;11
PO005298;31/08/2024;P00987;150;S028;40.57;2
PO005299;04/08/2024;P00123;100;S029;225.82;8
PO005300;25/12/2024;P00295;50;S013;141.72;6
PO005301;16/05/2024;P00833;500;S012;15.76;5
PO005302;24/04/2024;P00490;75;S008;188.31;14
PO005303;12/06/2024;P00562;200;S012;170.34;4
PO005304;01/07/2024;P00411;25;S029;247.96;9
PO005305;24/09/2024;P00216;500;S008;209.88;4
PO005306;17/10/2024;P00596;150;S029;229.11;5
PO005307;27/01/2024;P00091;300;S001;57.5;11
PO005308;10/12/2024;P00967;25;S010;168.45;13
PO005309;08/01/2024;P00367;50;S028;188.53;14
PO005310;19/06/2024;P00206;10;S010;225.85;7
PO005311;18/02/2024;P00087;25;S029;167.84;2
PO005312;12/07/2024;P00587;50;S028;46.64;6
PO005313;15/03/2024;P00953;300;S002;231.57;7
PO005314;30/07/2024;P00174;100;S028;133.09;10
PO005315;04/01/2024;P00443;50;S013;161.99;12
PO005316;24/04/2024;P00801;300;S008;277.54;10
PO005317;31/01/2024;P00232;100;S031;196.26;4
PO005318;18/09/2024;P00649;200;S010;275.31;6
PO005319;08/07/2024;P00079;300;S005;176.49;5
PO005320;30/07/2024;P00509;150;S040;132.29;13
PO005321;27/01/2024;P00548;25;S029;127.78;2
PO005322;09/07/2024;P00478;500;S029;63.07;7
PO005323;12/11/2024;P00527;50;S029;254.6;2
PO005324;25/01/2024;P00465;100;S029;64.05;6
PO005325;06/09/2024;P00312;150;S012;29.06;6
PO005326;16/11/2024;P00698;25;S029;54.2;3
PO005327;20/02/2024;P00852;100;S008;298.62;7
PO005328;04/05/2024;P00686;50;S002;230.15;13
PO005329;13/12/2024;P00573;25;S008;274.49;4
PO005330;29/10/2024;P00220;10;S012;258.68;12
PO005331;21/12/2024;P00706;200;S029;165.62;3
PO005332;26/01/2024;P00672;25;S010;25.42;13
PO005333;30/11/2024;P00457;200;S008;10.32;10
PO005334;29/04/2024;P00486;100;S028;97.21;14
PO005335;14/09/2024;P00346;100;S010;33.68;7
PO005336;07/04/2024;P00810;150;S029;257.49;3
PO005337;02/09/2024;P00598;75;S008;229.66;12
PO005338;13/07/2024;P00935;50;S010;102.95;12
PO005339;22/03/2024;P00301;25;S008;253.0;7
PO005340;17/01/2024;P00943;75;S045;153.48;2
PO005341;23/04/2024;P00719;75;S028;292.0;6
PO005342;04/02/2024;P00886;50;S029;52.46;4
PO005343;29/08/2024;P00234;100;S008;152.81;14
PO005344;05/03/2024;P00227;50;S008;47.93;11
PO005345;29/11/2024;P00510;150;S028;223.55;7
PO005346;30/05/2024;P00092;75;S041;209.64;13
PO005347;08/07/2024;P00009;300;S028;119.37;6
PO005348;09/06/2024;P00574;75;S028;143.75;14
PO005349;15/04/2024;P00364;200;S021;143.93;7
PO005350;11/09/2024;P00945;75;S029;146.57;11
PO005351;05/08/2024;P00354;75;S028;94.77;3
PO005352;24/05/2024;P00659;50;S029;174.95;14
PO005353;25/05/2024;P00522;50;S008;295.77;11
PO005354;27/11/2024;P00562;300;S008;10.14;2
PO005355;19/07/2024;P00553;25;S028;154.13;3
PO005356;05/11/2024;P00121;25;S008;124.3;13
PO005357;03/02/2024;P00867;150;S028;88.21;11
PO005358;18/12/2024;P00780;75;S028;38.28;2
PO005359;11/11/2024;P00918;50;S018;229.67;6
PO005360;15/01/2024;P00701;50;S037;223.39;4
PO005361;29/02/2024;P00928;75;S028;81.66;14
PO005362;07/12/2024;P00331;75;S029;61.52;5
PO005363;31/07/2024;P00558;150;S028;70.79;12
PO005364;30/10/2024;P00373;50;S002;235.25;6
PO005365;22/08/2024;P00595;100;S029;79.0;9
PO005366;10/11/2024;P00441;150;S029;20.54;8
PO005367;29/09/2024;P00354;150;S028;251.95;14
PO005368;22/11/2024;P00503;50;S046;25.98;6
PO005369;31/08/2024;P00092;50;S046;126.97;8
PO005370;18/11/2024;P00598;75;S008;229.74;11
PO005371;28/06/2024;P00705;200;S010;247.24;3
PO005372;03/08/2024;P00678;150;S008;174.37;3
PO005373;04/06/2024;P00919;75;S029;267.09;14
PO005374;03/12/2024;P00807;500;S028;65.49;10
PO005375;06/07/2024;P00922;50;S008;11.64;10
PO005376;10/07/2024;P00557;150;S005;295.13;5
PO005377;26/08/2024;P00364;150;S008;237.14;9
PO005378;17/06/2024;P00708;200;S046;299.98;5
PO005379;07/11/2024;P00103;500;S008;49.53;3
PO005380;18/01/2024;P00140;75;S008;92.57;11
PO005381;04/06/2024;P00726;25;S028;130.97;8
PO005382;10/01/2024;P00423;75;S029;252.26;5
PO005383;22/04/2024;P00781;200;S029;112.88;9
PO005384;23/04/2024;P00104;150;S010;276.84;9
PO005385;27/04/2024;P00789;50;S028;89.35;9
PO005386;12/10/2024;P00809;10;S008;83.86;6
PO005387;17/10/2024;P00892;75;S049;299.88;12
PO005388;13/07/2024;P00090;75;S029;25.55;5
PO005389;10/08/2024;P00497;10;S024;78.16;6
PO005390;03/07/2024;P00753;150;S029;67.02;7
PO005391;27/05/2024;P00448;50;S008;117.74;9
PO005392;27/12/2024;P00181;100;S010;277.42;6
PO005393;25/07/2024;P00121;25;S028;234.93;12
PO005394;02/07/2024;P00977;200;S010;109.35;3
PO005395;21/09/2024;P00921;100;S048;135.57;11
PO005396;04/04/2024;P00379;50;S028;186.26;7
PO005397;17/06/2024;P00204;100;S008;259.85;4
PO005398;08/05/2024;P00488;25;S012;152.09;3
PO005399;03/05/2024;P00527;500;S010;257.11;4
PO005400;14/10/2024;P00658;150;S029;268.41;10
PO005401;14/01/2024;P00197;150;S028;151.5;5
PO005402;28/05/2024;P00905;25;S028;28.22;6
PO005403;24/03/2024;P00528;10;S029;33.45;11
PO005404;28/10/2024;P00691;75;S023;159.01;11
PO005405;28/08/2024;P00769;25;S028;252.53;4
PO005406;05/01/2024;P00582;150;S037;102.55;14
PO005407;06/06/2024;P00523;50;S008;278.34;6
PO005408;07/10/2024;P00602;50;S048;80.71;5
PO005409;07/11/2024;P00870;10;S028;48.27;13
PO005410;25/05/2024;P00321;500;S028;198.73;12
PO005411;27/02/2024;P00686;300;S008;111.45;11
PO005412;27/08/2024;P00958;25;S029;159.08;12
PO005413;27/09/2024;P00263;50;S029;223.26;14
PO005414;07/10/2024;P00280;50;S008;292.25;5
PO005415;25/09/2024;P00354;50;S008;228.43;14
PO005416;26/08/2024;P00118;300;S010;265.46;14
PO005417;25/05/2024;P00319;100;S046;75.59;13
PO005418;14/06/2024;P00542;300;S046;218.86;13
PO005419;20/11/2024;P00257;200;S002;167.31;4
PO005420;20/08/2024;P00678;150;S037;73.27;4
PO005421;15/08/2024;P00249;100;S041;72.65;4
PO005422;15/07/2024;P00223;200;S029;54.7;9
PO005423;21/03/2024;P00979;100;S026;254.41;12
PO005424;10/04/2024;P00544;25;S008;47.34;6
PO005425;06/12/2024;P00199;100;S042;96.91;8
PO005426;03/01/2024;P00759;75;S046;283.77;14
PO005427;23/12/2024;P00878;500;S028;38.16;4
PO005428;30/10/2024;P00621;75;S008;42.67;14
PO005429;25/11/2024;P00228;10;S029;112.4;7
PO005430;25/07/2024;P00558;50;S008;148.14;7
PO005431;18/03/2024;P00902;200;S002;212.17;5
PO005432;18/11/2024;P00834;300;S016;14.01;5
PO005433;30/05/2024;P00209;100;S045;163.58;10
PO005434;18/05/2024;P00202;10;S008;226.83;10
PO005435;11/09/2024;P00157;10;S028;244.81;13
PO005436;19/06/2024;P00751;75;S028;21.53;2
PO005437;21/05/2024;P00082;500;S029;271.74;4
PO005438;22/08/2024;P00950;200;S010;143.16;4
PO005439;01/08/2024;P00726;300;S017;288.83;5
PO005440;27/06/2024;P00730;100;S029;10.87;8
PO005441;12/06/2024;P00390;200;S028;24.01;9
PO005442;07/08/2024;P00062;50;S028;70.76;7
PO005443;08/09/2024;P00141;10;S022;114.11;6
PO005444;08/08/2024;P00670;200;S008;45.96;13
PO005445;29/02/2024;P00823;25;S010;20.86;14
PO005446;22/01/2024;P00461;100;S028;76.92;13
PO005447;18/11/2024;P00890;100;S024;147.09;4
PO005448;25/09/2024;P00072;25;S048;150.75;7
PO005449;25/01/2024;P00669;25;S044;19.63;6
PO005450;31/05/2024;P00516;50;S048;129.07;4
PO005451;03/05/2024;P00860;150;S029;244.5;9
PO005452;15/09/2024;P00736;10;S012;100.68;11
PO005453;25/07/2024;P00511;50;S038;68.91;9
PO005454;19/02/2024;P00584;100;S008;298.95;12
PO005455;23/04/2024;P00711;25;S003;163.74;2
PO005456;30/08/2024;P00183;25;S008;273.28;3
PO005457;15/05/2024;P00450;50;S029;39.34;5
PO005458;05/08/2024;P00771;50;S010;209.97;7
PO005459;19/12/2024;P00851;100;S012;117.15;13
PO005460;23/08/2024;P00809;300;S028;98.03;10
PO005461;27/05/2024;P00110;10;S008;103.74;6
PO005462;25/08/2024;P00061;200;S028;223.1;13
PO005463;12/01/2024;P00263;50;S046;92.01;13
PO005464;26/10/2024;P00373;100;S037;179.44;8
PO005465;28/03/2024;P00765;200;S008;69.64;14
PO005466;24/12/2024;P00587;75;S008;141.54;13
PO005467;09/06/2024;P00926;10;S048;149.98;4
PO005468;22/12/2024;P00469;25;S046;262.09;9
PO005469;25/09/2024;P00827;150;S008;286.59;12
PO005470;22/11/2024;P00786;25;S042;71.55;6
PO005471;16/04/2024;P00125;75;S008;143.65;14
PO005472;10/03/2024;P00283;50;S010;128.86;5
PO005473;20/06/2024;P00350;50;S029;16.11;3
PO005474;08/11/2024;P00297;150;S029;23.61;6
PO005475;31/08/2024;P00911;100;S028;192.05;4
PO005476;21/05/2024;P00682;100;S028;25.06;12
PO005477;05/02/2024;P00363;50;S029;279.51;9
PO005478;19/08/2024;P00483;25;S029;270.26;7
PO005479;15/10/2024;P00566;75;S028;193.11;8
PO005480;29/12/2024;P00861;150;S029;71.44;3
PO005481;20/07/2024;P00126;75;S028;30.71;11
PO005482;09/04/2024;P00408;500;S048;108.65;12
PO005483;07/12/2024;P00838;10;S018;103.07;8
PO005484;11/09/2024;P00113;500;S028;228.85;2
PO005485;16/04/2024;P00881;100;S028;48.04;12
PO005486;28/02/2024;P00419;150;S029;269.19;6
PO005487;10/10/2024;P00967;50;S029;112.92;13
PO005488;03/12/2024;P00976;75;S028;93.82;3
PO005489;11/12/2024;P00567;150;S008;161.83;3
PO005490;24/08/2024;P00504;150;S033;221.0;4
PO005491;02/08/2024;P00197;50;S037;78.8;6
PO005492;10/11/2024;P00456;50;S028;280.39;6
PO005493;07/11/2024;P00716;100;S008;279.76;2
PO005494;20/01/2024;P00264;300;S029;294.85;4
PO005495;06/08/2024;P00959;50;S028;235.57;5
PO005496;28/05/2024;P00657;50;S002;32.12;5
PO005497;12/11/2024;P00952;200;S002;88.96;9
PO005498;10/02/2024;P00961;100;S029;129.69;8
PO005499;21/02/2024;P00126;50;S028;118.79;13
PO005500;06/01/2024;P00947;10;S002;149.8;12
PO005501;28/03/2024;P00836;100;S008;222.36;10
PO005502;23/11/2024;P00132;50;S008;282.32;12
PO005503;24/08/2024;P00321;10;S029;211.17;13
PO005504;24/02/2024;P00777;100;S048;132.23;3
PO005505;29/07/2024;P00787;50;S008;142.32;12
PO005506;19/11/2024;P00475;50;S029;265.91;2
PO005507;05/10/2024;P00713;75;S028;241.62;7
PO005508;10/10/2024;P00360;100;S029;64.84;11
PO005509;19/12/2024;P00813;50;S010;18.5;7
PO005510;25/01/2024;P00234;10;S008;132.59;3
PO005511;06/06/2024;P00708;50;S048;238.81;5
PO005512;13/04/2024;P00610;10;S029;241.3;11
PO005513;13/05/2024;P00980;100;S028;202.01;13
PO005514;30/04/2024;P00467;300;S048;47.44;7
PO005515;26/06/2024;P00870;100;S028;182.23;7
PO005516;23/01/2024;P00883;50;S048;133.02;13
PO005517;28/06/2024;P00820;25;S008;10.03;3
PO005518;02/03/2024;P00722;25;S028;254.67;2
PO005519;05/09/2024;P00468;25;S029;209.0;7
PO005520;08/05/2024;P00621;50;S012;51.33;5
PO005521;07/07/2024;P00877;10;S034;294.84;9
PO005522;07/05/2024;P00325;200;S046;120.84;2
PO005523;30/07/2024;P00953;200;S046;162.3;2
PO005524;01/05/2024;P00632;100;S028;96.65;8
PO005525;10/12/2024;P00219;10;S029;198.35;5
PO005526;18/09/2024;P00597;150;S028;153.02;10
PO005527;28/08/2024;P00875;10;S008;147.08;10
PO005528;15/02/2024;P00339;25;S002;179.29;13
PO005529;06/09/2024;P00022;50;S010;280.18;7
PO005530;09/06/2024;P00975;50;S028;239.71;7
PO005531;22/07/2024;P00482;50;S029;73.34;3
PO005532;25/03/2024;P00409;25;S008;15.57;10
PO005533;05/10/2024;P00867;25;S008;280.53;11
PO005534;08/02/2024;P00645;200;S002;169.25;14
PO005535;29/09/2024;P00307;50;S026;58.12;5
PO005536;25/02/2024;P00680;25;S012;180.87;3
PO005537;19/07/2024;P00811;75;S020;168.44;13
PO005538;27/01/2024;P00746;10;S005;276.89;5
PO005539;31/05/2024;P00805;100;S008;184.18;6
PO005540;18/01/2024;P00157;25;S029;27.4;5
PO005541;02/06/2024;P00011;75;S028;252.56;3
PO005542;19/06/2024;P00592;100;S008;76.3;9
PO005543;23/05/2024;P00850;150;S029;64.93;10
PO005544;22/04/2024;P00276;25;S002;214.5;8
PO005545;20/01/2024;P00319;75;S008;212.93;14
PO005546;25/07/2024;P00015;300;S008;157.75;2
PO005547;18/04/2024;P00729;100;S028;137.76;13
PO005548;19/12/2024;P00746;500;S028;126.93;10
PO005549;30/01/2024;P00922;300;S008;263.23;4
PO005550;15/05/2024;P00913;100;S018;71.65;3
PO005551;15/06/2024;P00847;50;S012;166.27;10
PO005552;20/04/2024;P00255;150;S008;167.53;8
PO005553;02/05/2024;P00851;100;S012;152.03;9
PO005554;26/11/2024;P00897;75;S048;144.32;13
PO005555;22/08/2024;P00238;100;S044;10.1;14
PO005556;07/09/2024;P00081;100;S008;161.8;6
PO005557;09/10/2024;P00040;75;S008;177.59;3
PO005558;26/05/2024;P00340;50;S008;121.02;6
PO005559;24/08/2024;P00916;10;S029;134.36;5
PO005560;29/12/2024;P00479;200;S048;154.18;13
PO005561;29/12/2024;P00213;200;S029;12.9;5
PO005562;15/12/2024;P00050;75;S010;69.88;12
PO005563;27/06/2024;P00867;50;S012;211.53;10
PO005564;12/07/2024;P00227;10;S049;199.45;11
PO005565;01/12/2024;P00069;10;S008;68.73;11
PO005566;24/09/2024;P00227;10;S028;115.41;13
PO005567;14/07/2024;P00892;50;S008;82.63;7
PO005568;08/01/2024;P00051;25;S029;256.8;7
PO005569;27/08/2024;P00801;50;S028;291.24;10
PO005570;26/06/2024;P00066;100;S029;21.25;11
PO005571;01/01/2024;P00396;300;S029;13.49;13
PO005572;19/04/2024;P00605;25;S029;137.29;4
PO005573;27/06/2024;P00695;75;S028;58.07;11
PO005574;23/08/2024;P00277;500;S002;60.24;5
PO005575;27/08/2024;P00217;300;S008;244.65;3
PO005576;11/02/2024;P00130;50;S008;72.67;2
PO005577;15/09/2024;P00718;50;S008;30.93;3
PO005578;16/09/2024;P00948;25;S028;170.3;5
PO005579;05/01/2024;P00061;25;S029;235.78;5
PO005580;17/03/2024;P00823;75;S020;16.33;4
PO005581;21/07/2024;P00157;50;S040;191.42;8
PO005582;01/08/2024;P00772;100;S037;183.53;3
PO005583;28/08/2024;P00628;25;S029;89.2;5
PO005584;12/02/2024;P00514;100;S016;211.12;10
PO005585;06/06/2024;P00897;50;S008;53.05;12
PO005586;08/12/2024;P00715;75;S008;149.82;2
PO005587;17/10/2024;P00637;100;S029;66.01;12
PO005588;18/07/2024;P00974;100;S012;46.49;6
PO005589;03/06/2024;P00228;25;S002;260.25;14
PO005590;02/11/2024;P00852;50;S028;43.88;3
PO005591;06/05/2024;P00633;25;S031;58.26;12
PO005592;20/04/2024;P00107;75;S013;44.74;11
PO005593;23/11/2024;P00722;10;S010;164.49;8
PO005594;14/08/2024;P00736;75;S010;47.4;5
PO005595;06/10/2024;P00236;10;S029;243.52;12
PO005596;06/04/2024;P00074;50;S008;75.52;7
PO005597;22/12/2024;P00661;100;S046;291.6;10
PO005598;17/04/2024;P00500;50;S029;143.05;10
PO005599;20/05/2024;P00963;50;S028;117.32;11
PO005600;25/06/2024;P00561;100;S012;117.82;6
PO005601;07/07/2024;P00441;100;S029;158.18;9
PO005602;04/10/2024;P00220;50;S028;198.19;5
PO005603;27/04/2024;P00450;50;S028;201.14;8
PO005604;24/03/2024;P00585;100;S029;140.58;12
PO005605;04/06/2024;P00919;300;S036;241.38;8
PO005606;23/04/2024;P00338;25;S029;198.52;3
PO005607;10/10/2024;P00218;100;S029;123.13;10
PO005608;09/09/2024;P00457;200;S008;41.86;4
PO005609;04/01/2024;P00914;75;S033;23.15;11
PO005610;25/05/2024;P00644;50;S008;203.16;2
PO005611;18/12/2024;P00325;100;S008;188.4;3
PO005612;24/10/2024;P00856;10;S029;245.48;12
PO005613;08/11/2024;P00222;50;S028;42.18;12
PO005614;19/08/2024;P00471;50;S028;107.04;12
PO005615;02/04/2024;P00698;25;S012;80.56;12
PO005616;20/10/2024;P00464;25;S024;91.76;4
PO005617;19/06/2024;P00889;100;S012;143.86;7
PO005618;25/05/2024;P00403;300;S046;29.5;7
PO005619;26/11/2024;P00959;50;S048;45.54;2
PO005620;09/02/2024;P00185;10;S028;44.98;13
PO005621;18/06/2024;P00364;100;S029;139.6;9
PO005622;07/01/2024;P00561;75;S029;217.59;13
PO005623;07/08/2024;P00356;100;S025;249.84;10
PO005624;04/04/2024;P00737;100;S003;227.09;12
PO005625;02/05/2024;P00613;200;S028;163.43;6
PO005626;12/01/2024;P00805;25;S028;183.26;13
PO005627;29/08/2024;P00783;25;S008;156.18;12
PO005628;03/09/2024;P00789;50;S008;83.65;6
PO005629;08/02/2024;P00757;75;S029;46.41;4
PO005630;06/09/2024;P00898;300;S008;151.86;9
PO005631;06/12/2024;P00657;200;S029;139.3;9
PO005632;17/08/2024;P00177;200;S029;120.83;13
PO005633;18/02/2024;P00318;25;S028;25.74;13
PO005634;04/10/2024;P00337;100;S048;143.38;7
PO005635;29/03/2024;P00999;50;S028;125.55;3
PO005636;25/08/2024;P00726;300;S008;241.61;7
PO005637;18/11/2024;P00087;25;S028;141.33;12
PO005638;03/08/2024;P00651;25;S028;88.09;8
PO005639;12/09/2024;P00298;150;S048;129.08;3
PO005640;24/05/2024;P00841;100;S028;107.28;12
PO005641;27/08/2024;P00162;150;S008;62.81;5
PO005642;27/12/2024;P00924;25;S028;169.44;7
PO005643;13/09/2024;P00131;200;S002;167.9;9
PO005644;03/12/2024;P00435;100;S029;148.92;7
PO005645;25/06/2024;P00817;100;S013;172.55;10
PO005646;06/12/2024;P00954;75;S029;117.62;11
PO005647;06/05/2024;P00398;150;S028;80.5;7
PO005648;27/08/2024;P00688;50;S028;202.73;6
PO005649;03/05/2024;P00867;25;S010;27.68;11
PO005650;09/02/2024;P00659;75;S028;158.81;3
PO005651;03/12/2024;P00235;100;S028;123.57;11
PO005652;12/01/2024;P00985;25;S028;181.5;9
PO005653;30/10/2024;P00755;25;S008;65.61;12
PO005654;01/06/2024;P00778;100;S008;175.98;2
PO005655;15/12/2024;P00235;50;S008;83.46;2
PO005656;23/07/2024;P00308;25;S008;141.55;3
PO005657;22/04/2024;P00107;200;S029;265.98;11
PO005658;23/06/2024;P00280;25;S010;64.01;11
PO005659;13/02/2024;P00183;50;S008;166.24;14
PO005660;12/01/2024;P00097;50;S028;126.97;12
PO005661;09/10/2024;P00324;75;S008;212.47;2
PO005662;12/06/2024;P00730;50;S008;269.02;5
PO005663;17/04/2024;P00033;200;S048;285.88;12
PO005664;13/10/2024;P00087;100;S034;140.87;12
PO005665;03/03/2024;P00747;50;S048;132.4;6
PO005666;06/08/2024;P00928;50;S029;199.52;12
PO005667;14/09/2024;P00166;75;S039;256.78;2
PO005668;13/08/2024;P00728;10;S022;103.84;2
PO005669;11/09/2024;P00552;300;S028;52.93;7
PO005670;10/05/2024;P00621;25;S028;297.08;12
PO005671;09/01/2024;P00429;100;S028;228.25;10
PO005672;11/07/2024;P00513;150;S029;163.82;2
PO005673;24/07/2024;P00237;150;S041;203.01;3
PO005674;01/06/2024;P00550;25;S028;269.94;8
PO005675;07/04/2024;P00362;75;S028;22.23;5
PO005676;15/03/2024;P00529;10;S028;184.21;11
PO005677;29/09/2024;P00414;150;S012;257.57;5
PO005678;13/06/2024;P00711;75;S008;76.23;5
PO005679;14/04/2024;P00381;25;S017;159.29;4
PO005680;08/09/2024;P00095;100;S008;262.61;10
PO005681;07/06/2024;P00558;50;S048;17.77;9
PO005682;23/01/2024;P00603;25;S002;227.51;10
PO005683;20/09/2024;P00140;75;S007;88.99;11
PO005684;09/10/2024;P00087;25;S048;88.47;2
PO005685;27/08/2024;P00525;300;S028;134.08;3
PO005686;26/10/2024;P00409;50;S008;189.59;7
PO005687;27/09/2024;P00302;75;S028;97.08;4
PO005688;15/12/2024;P00391;300;S043;28.92;6
PO005689;10/07/2024;P00884;50;S008;141.44;10
PO005690;18/06/2024;P00616;50;S029;82.01;2
PO005691;12/03/2024;P00463;25;S014;183.45;2
PO005692;09/04/2024;P00951;300;S002;147.92;3
PO005693;12/04/2024;P00970;150;S048;115.69;2
PO005694;02/09/2024;P00867;25;S010;43.77;2
PO005695;02/02/2024;P00665;50;S010;231.56;9
PO005696;07/12/2024;P00138;200;S028;151.4;3
PO005697;27/02/2024;P00175;75;S028;140.01;7
PO005698;24/07/2024;P00540;75;S002;185.55;7
PO005699;28/04/2024;P00467;100;S029;283.52;3
PO005700;13/12/2024;P00602;150;S008;245.58;5
PO005701;27/08/2024;P00965;300;S026;130.18;4
PO005702;19/10/2024;P00828;150;S048;245.36;12
PO005703;07/12/2024;P00274;300;S008;211.3;9
PO005704;01/06/2024;P00653;150;S006;240.75;12
PO005705;15/01/2024;P00710;10;S048;95.96;12
PO005706;27/07/2024;P00380;25;S048;37.1;6
PO005707;06/08/2024;P00388;200;S007;268.31;4
PO005708;20/12/2024;P00406;10;S045;60.48;4
PO005709;21/08/2024;P00038;150;S002;153.45;7
PO005710;01/01/2024;P00093;150;S046;249.99;3
PO005711;05/07/2024;P00372;50;S029;93.57;11
PO005712;31/12/2024;P00783;50;S003;167.88;11
PO005713;09/01/2024;P00731;25;S002;270.55;2
PO005714;08/01/2024;P00815;10;S028;48.03;9
PO005715;18/08/2024;P00397;100;S012;36.11;11
PO005716;10/10/2024;P00386;10;S028;30.75;4
PO005717;04/03/2024;P00785;300;S002;177.44;10
PO005718;27/07/2024;P00127;50;S048;242.34;3
PO005719;23/09/2024;P00715;150;S028;255.91;2
PO005720;19/06/2024;P00502;10;S010;54.85;5
PO005721;29/08/2024;P00611;75;S028;79.21;5
PO005722;24/10/2024;P00226;50;S046;173.89;9
PO005723;18/05/2024;P00265;10;S010;273.08;12
PO005724;13/10/2024;P00321;100;S029;217.01;14
PO005725;20/06/2024;P00641;300;S046;248.0;13
PO005726;11/12/2024;P00147;10;S008;129.88;8
PO005727;13/08/2024;P00012;50;S028;47.71;9
PO005728;10/05/2024;P00383;100;S023;218.85;7
PO005729;17/10/2024;P00685;200;S046;103.89;4
PO005730;19/11/2024;P00787;25;S008;69.49;2
PO005731;14/01/2024;P00848;10;S012;217.78;7
PO005732;18/12/2024;P00395;10;S008;58.1;7
PO005733;04/06/2024;P00712;25;S008;82.13;10
PO005734;26/07/2024;P00807;10;S029;46.3;5
PO005735;22/08/2024;P00529;50;S008;237.94;14
PO005736;03/06/2024;P00785;50;S021;242.49;13
PO005737;09/03/2024;P00638;75;S028;67.83;5
PO005738;15/06/2024;P00187;25;S010;146.08;9
PO005739;12/01/2024;P00023;75;S002;30.26;14
PO005740;24/07/2024;P00568;10;S046;221.26;11
PO005741;07/11/2024;P00632;25;S029;198.14;6
PO005742;31/08/2024;P00792;50;S028;158.47;7
PO005743;05/09/2024;P00369;25;S008;102.69;3
PO005744;01/04/2024;P00674;150;S008;60.45;14
PO005745;08/03/2024;P00060;25;S010;235.6;12
PO005746;24/09/2024;P00657;150;S008;72.29;7
PO005747;12/08/2024;P00473;75;S028;139.89;4
PO005748;26/01/2024;P00659;75;S012;18.61;10
PO005749;18/09/2024;P00082;100;S028;263.73;10
PO005750;04/06/2024;P00356;10;S028;136.09;9
PO005751;08/05/2024;P00564;10;S008;274.78;10
PO005752;22/08/2024;P00848;50;S028;178.82;3
PO005753;01/12/2024;P00933;50;S029;198.84;9
