id_commande;id_produit;date_retour;motif
O038050;P00396;2024-10-23;Livraison incomplète
O037704;P00536;2024-03-10;Client insatisfait
O031754;P00470;2024-02-13;Produit abîmé
O008423;P00831;2024-09-14;Produit abîmé
O010623;P00710;2024-09-15;Mauvaise référence
O029790;P00403;2024-10-03;Client insatisfait
O022171;P00535;2024-05-12;Client insatisfait
O043296;P00968;2024-03-18;Produit abîmé
O012809;P00473;2024-12-07;Mauvaise référence
O023230;P00515;2024-12-18;Mauvaise référence
O044949;P00008;2024-11-06;Livraison incomplète
O021720;P00047;2025-01-09;Mauvaise référence
O005927;P00780;2024-08-21;Produit abîmé
O008027;P00971;2024-10-11;Client insatisfait
O040294;P00973;2024-02-25;Mauvaise référence
O041159;P00780;2024-10-23;Client insatisfait
O008179;P00158;2024-11-16;Produit abîmé
O014773;P00906;2024-02-07;Livraison incomplète
O004271;P00921;2024-12-01;Livraison incomplète
O049767;P00039;2024-12-15;Mauvaise référence
O045152;P00507;2024-04-24;Client insatisfait
O001919;P00791;2024-03-18;Client insatisfait
O045282;P00671;2024-04-07;Produit abîmé
O042165;P00118;2024-12-22;Livraison incomplète
O006696;P00009;2024-04-29;Produit abîmé
O043447;P00948;2024-12-05;Mauvaise référence
O032156;P00046;2024-10-19;Produit abîmé
O002631;P00968;2024-12-26;Client insatisfait
O002075;P00551;2024-12-01;Mauvaise référence
O000899;P00536;2025-01-05;Mauvaise référence
O017047;P00451;2025-01-03;Livraison incomplète
O032032;P00343;2024-09-28;Produit abîmé
O018251;P00810;2024-10-09;Produit abîmé
O028324;P00764;2024-12-24;Mauvaise référence
O013389;P00963;2024-10-16;Mauvaise référence
O012239;P00767;2025-01-09;Produit abîmé
O002794;P00754;2024-03-04;Produit abîmé
O016333;P00284;2024-12-20;Livraison incomplète
O020427;P00535;2024-08-19;Client insatisfait
O024118;P00467;2024-08-26;Mauvaise référence
O044598;P00014;2024-12-23;Client insatisfait
O026677;P00452;2024-06-14;Mauvaise référence
O048935;P00921;2024-09-09;Produit abîmé
O014453;P00373;2025-01-06;Produit abîmé
O042783;P00152;2025-01-11;Produit abîmé
O025589;P00558;2024-02-13;Client insatisfait
O004462;P00923;2025-01-03;Client insatisfait
O000563;P00526;2024-10-30;Client insatisfait
O012508;P00839;2025-01-12;Client insatisfait
O026041;P00938;2024-03-22;Produit abîmé
O028050;P00506;2024-12-27;Client insatisfait
O031705;P00373;2024-10-03;Client insatisfait
O049233;P00175;2024-03-22;Produit abîmé
O031591;P00488;2024-04-11;Livraison incomplète
O031823;P00080;2024-12-25;Client insatisfait
O047019;P00240;2024-02-07;Mauvaise référence
O034176;P00886;2024-02-12;Produit abîmé
O032968;P00968;2024-02-15;Livraison incomplète
O038536;P00973;2024-12-29;Client insatisfait
O005541;P00037;2024-11-30;Client insatisfait
O022571;P00691;2024-11-28;Client insatisfait
O048791;P00182;2024-11-17;Produit abîmé
O002580;P00938;2024-12-03;Client insatisfait
O037801;P00193;2025-01-02;Livraison incomplète
O007486;P00710;2024-12-06;Livraison incomplète
O027274;P00370;2024-03-31;Livraison incomplète
O044281;P00011;2024-10-06;Client insatisfait
O025522;P00105;2024-08-30;Client insatisfait
O040650;P00152;2024-12-09;Produit abîmé
O049785;P00610;2024-09-24;Produit abîmé
O047320;P00767;2024-12-08;Mauvaise référence
O027589;P00971;2024-10-04;Livraison incomplète
O024622;P00938;2024-12-23;Client insatisfait
O025206;P00152;2024-11-23;Mauvaise référence
O038591;P00258;2024-12-14;Produit abîmé
O037956;P00886;2024-11-28;Mauvaise référence
O045318;P00654;2024-08-18;Produit abîmé
O014606;P00418;2024-02-17;Mauvaise référence
O024044;P00620;2024-12-25;Produit abîmé
O017269;P00764;2024-09-20;Mauvaise référence
O044183;P00653;2024-01-13;Client insatisfait
O026833;P00971;2024-09-24;Livraison incomplète
O025044;P00905;2024-09-17;Livraison incomplète
O029756;P00613;2024-10-16;Livraison incomplète
O042913;P00963;2025-01-13;Mauvaise référence
O004922;P00105;2024-02-26;Client insatisfait
O041067;P00371;2024-02-13;Client insatisfait
O002840;P00182;2024-05-16;Livraison incomplète
O030687;P00551;2024-02-11;Livraison incomplète
O027595;P00780;2024-09-30;Livraison incomplète
O006254;P00620;2024-02-04;Livraison incomplète
O017596;P00055;2024-10-21;Mauvaise référence
O044890;P00764;2024-12-12;Produit abîmé
O033463;P00518;2024-02-02;Livraison incomplète
O038142;P00620;2024-12-06;Client insatisfait
O009686;P00612;2024-12-27;Mauvaise référence
O001802;P00011;2024-12-23;Mauvaise référence
O003614;P00220;2024-12-07;Livraison incomplète
O017102;P00653;2025-01-24;Client insatisfait
O011318;P00604;2024-04-10;Produit abîmé
O030562;P00780;2025-01-05;Client insatisfait
O034152;P00039;2024-02-20;Livraison incomplète
O025071;P00613;2024-09-17;Livraison incomplète
O008947;P00658;2024-11-20;Mauvaise référence
O034425;P00876;2025-01-03;Mauvaise référence
O019761;P00158;2024-11-18;Client insatisfait
O031506;P00136;2024-12-03;Produit abîmé
O022411;P00152;2024-12-16;Client insatisfait
O007128;P00250;2024-12-29;Client insatisfait
O010903;P00551;2024-06-06;Client insatisfait
O034558;P00532;2024-11-24;Produit abîmé
O048361;P00615;2025-01-22;Client insatisfait
O009958;P00017;2025-01-29;Livraison incomplète
O009239;P00463;2024-09-23;Livraison incomplète
O018420;P00767;2024-10-08;Client insatisfait
O039840;P00184;2024-06-30;Mauvaise référence
O029193;P00510;2024-05-03;Mauvaise référence
O033835;P00532;2025-01-08;Produit abîmé
O022361;P00876;2024-12-09;Livraison incomplète
O018284;P00121;2025-01-07;Produit abîmé
O037681;P00488;2024-02-27;Mauvaise référence
O008545;P00780;2024-11-05;Client insatisfait
O001656;P00445;2024-10-03;Produit abîmé
O039572;P00413;2024-05-01;Produit abîmé
O043948;P00319;2025-01-15;Produit abîmé
O038756;P00470;2024-10-26;Mauvaise référence
O012035;P00521;2024-09-07;Client insatisfait
O009331;P00986;2025-01-02;Produit abîmé
O017815;P00046;2024-07-14;Livraison incomplète
O001066;P00751;2024-01-29;Mauvaise référence
O000099;P00193;2024-12-02;Mauvaise référence
O046821;P00811;2024-06-23;Mauvaise référence
O029459;P00220;2024-12-13;Produit abîmé
O018210;P00024;2025-01-16;Mauvaise référence
O021170;P00971;2024-02-05;Mauvaise référence
O000218;P00503;2024-05-10;Client insatisfait
O041037;P00751;2024-04-20;Mauvaise référence
O020231;P00886;2024-09-10;Produit abîmé
O048263;P00233;2024-10-05;Mauvaise référence
O038532;P00193;2024-12-26;Client insatisfait
O036599;P00222;2025-01-05;Mauvaise référence
O016923;P00319;2024-11-11;Produit abîmé
O034875;P00516;2024-10-05;Livraison incomplète
O015625;P00551;2024-09-09;Mauvaise référence
O003816;P00398;2024-11-02;Produit abîmé
O034568;P00258;2025-01-19;Mauvaise référence
O006228;P00893;2024-10-24;Mauvaise référence
O035818;P00188;2024-12-18;Produit abîmé
O030267;P00986;2024-11-27;Mauvaise référence
O040781;P00865;2024-12-23;Produit abîmé
O044299;P00952;2024-12-31;Livraison incomplète
O027578;P00952;2024-11-11;Mauvaise référence
O004443;P00403;2024-10-11;Livraison incomplète
O037109;P00957;2024-07-24;Produit abîmé
O047381;P00377;2024-01-24;Mauvaise référence
O008488;P00413;2024-02-07;Mauvaise référence
O045832;P00055;2024-12-30;Mauvaise référence
O001568;P00009;2024-04-06;Client insatisfait
O003055;P00445;2025-01-14;Mauvaise référence
O019826;P00319;2025-01-12;Client insatisfait
O037108;P00039;2024-12-15;Livraison incomplète
O012773;P00226;2025-01-24;Produit abîmé
O047880;P00451;2024-08-30;Client insatisfait
O013281;P00688;2024-12-03;Mauvaise référence
O047990;P00550;2024-11-17;Mauvaise référence
O030599;P00143;2024-11-16;Client insatisfait
O017073;P00250;2024-12-04;Client insatisfait
O020074;P00105;2024-10-02;Client insatisfait
O039736;P00017;2024-11-07;Livraison incomplète
O015282;P00212;2024-02-12;Mauvaise référence
O015261;P00417;2025-01-17;Produit abîmé
O004107;P00473;2024-05-14;Client insatisfait
O047324;P00336;2025-01-12;Produit abîmé
O026788;P00136;2024-10-15;Client insatisfait
O003174;P00535;2024-02-11;Client insatisfait
O032301;P00017;2024-11-12;Livraison incomplète
O037464;P00809;2025-01-01;Client insatisfait
O007009;P00024;2024-04-13;Produit abîmé
O018707;P00767;2024-11-18;Mauvaise référence
O029866;P00603;2024-10-12;Mauvaise référence
O034774;P00931;2025-01-02;Livraison incomplète
O021178;P00906;2025-01-03;Mauvaise référence
O004744;P00467;2024-12-07;Mauvaise référence
O004604;P00831;2024-03-11;Client insatisfait
O008253;P00691;2024-04-15;Livraison incomplète
O033523;P00765;2024-09-16;Produit abîmé
O027862;P00233;2024-02-29;Client insatisfait
O029879;P00080;2024-12-18;Livraison incomplète
O017058;P00751;2024-02-29;Livraison incomplète
O019651;P00671;2024-02-19;Mauvaise référence
O015133;P00008;2024-04-16;Mauvaise référence
O029163;P00923;2024-12-05;Livraison incomplète
O009333;P00532;2024-12-16;Client insatisfait
O029627;P00226;2024-01-12;Client insatisfait
O017210;P00541;2024-10-08;Mauvaise référence
O002290;P00343;2025-01-18;Client insatisfait
O010323;P00371;2024-01-27;Mauvaise référence
O024649;P00105;2024-02-27;Produit abîmé
O044692;P00515;2024-12-29;Produit abîmé
O013599;P00398;2024-01-30;Livraison incomplète
O023441;P00881;2024-10-18;Client insatisfait
O001143;P00121;2024-01-15;Produit abîmé
O005694;P00767;2024-03-27;Mauvaise référence
O006183;P00233;2024-11-04;Mauvaise référence
O036548;P00462;2024-09-08;Livraison incomplète
O037059;P00509;2024-11-01;Produit abîmé
O022686;P00212;2024-06-20;Mauvaise référence
O047259;P00355;2024-04-28;Livraison incomplète
O024713;P00055;2024-02-04;Produit abîmé
O001703;P00212;2024-12-31;Client insatisfait
O021683;P00233;2024-12-14;Mauvaise référence
O031430;P00612;2024-12-02;Livraison incomplète
O040588;P00658;2024-11-29;Produit abîmé
O031673;P00305;2024-02-09;Livraison incomplète
O015568;P00336;2025-01-06;Client insatisfait
O030819;P00357;2024-11-16;Client insatisfait
O000829;P00613;2024-08-11;Produit abîmé
O006713;P00550;2024-03-30;Client insatisfait
O021926;P00357;2025-01-16;Client insatisfait
O017770;P00136;2024-10-17;Produit abîmé
O023753;P00357;2024-12-03;Livraison incomplète
O045223;P00032;2024-03-15;Livraison incomplète
O016901;P00445;2025-01-06;Client insatisfait
O004943;P00336;2024-06-24;Mauvaise référence
O003733;P00046;2025-01-01;Mauvaise référence
O043527;P00764;2024-02-02;Produit abîmé
O042959;P00515;2024-10-22;Client insatisfait
O044672;P00136;2024-01-09;Produit abîmé
O048683;P00612;2025-01-01;Client insatisfait
O026275;P00532;2024-06-02;Client insatisfait
O021856;P00839;2025-01-09;Produit abîmé
O034667;P00535;2024-12-09;Mauvaise référence
O048001;P00541;2024-01-20;Client insatisfait
O015372;P00357;2024-02-24;Livraison incomplète
O039733;P00986;2024-12-21;Client insatisfait
O045523;P00379;2024-01-26;Mauvaise référence
O002118;P00535;2024-12-07;Livraison incomplète
O003371;P00510;2024-04-03;Livraison incomplète
O026987;P00014;2024-12-24;Livraison incomplète
O035549;P00118;2024-05-11;Mauvaise référence
O044297;P00417;2024-12-27;Livraison incomplète
O040498;P00373;2024-11-11;Client insatisfait
O029255;P00831;2024-05-23;Client insatisfait
O004134;P00170;2024-03-20;Client insatisfait
O009534;P00032;2025-01-23;Mauvaise référence
O047825;P00462;2024-01-28;Client insatisfait
O020095;P00014;2024-12-24;Client insatisfait
O023320;P00046;2024-08-30;Client insatisfait
O043497;P00379;2024-12-12;Mauvaise référence
O036934;P00330;2024-12-28;Livraison incomplète
O027735;P00931;2024-05-03;Client insatisfait
O016958;P00046;2024-03-02;Mauvaise référence
O028179;P00418;2025-01-02;Livraison incomplète
O025054;P00284;2024-03-11;Livraison incomplète
O027377;P00379;2024-10-11;Produit abîmé
O029208;P00252;2024-11-27;Client insatisfait
O042489;P00024;2024-12-23;Livraison incomplète
O003755;P00516;2025-01-03;Produit abîmé
O006542;P00463;2024-03-29;Livraison incomplète
O030272;P00451;2024-04-16;Mauvaise référence
O039222;P00895;2024-04-04;Client insatisfait
O011719;P00032;2024-12-29;Livraison incomplète
O014313;P00906;2024-12-02;Mauvaise référence
O014258;P00011;2024-03-13;Mauvaise référence
O001904;P00121;2024-02-14;Client insatisfait
O009361;P00080;2024-11-16;Livraison incomplète
O036449;P00143;2024-10-09;Client insatisfait
O045761;P00149;2024-01-13;Mauvaise référence
O002511;P00343;2024-12-10;Produit abîmé
O013290;P00921;2024-07-22;Livraison incomplète
O040788;P00377;2024-12-03;Livraison incomplète
O008926;P00503;2024-11-01;Client insatisfait
O041887;P00516;2025-01-22;Livraison incomplète
O030669;P00336;2024-04-14;Mauvaise référence
O023662;P00193;2024-05-31;Livraison incomplète
O041284;P00193;2024-10-22;Client insatisfait
O020964;P00418;2024-10-24;Client insatisfait
O030721;P00923;2024-12-03;Mauvaise référence
O045697;P00873;2024-10-14;Mauvaise référence
O020238;P00398;2024-10-05;Produit abîmé
O049725;P00032;2024-12-28;Client insatisfait
O045268;P00839;2024-07-04;Produit abîmé
O043521;P00615;2024-02-20;Produit abîmé
O036478;P00017;2024-11-23;Livraison incomplète
O034731;P00931;2024-05-30;Produit abîmé
O026794;P00002;2024-04-08;Produit abîmé
O010904;P00357;2024-04-08;Produit abîmé
O037985;P00510;2024-09-23;Produit abîmé
O000022;P00414;2024-03-18;Produit abîmé
O005194;P00357;2024-12-24;Mauvaise référence
O029001;P00526;2024-03-30;Produit abîmé
O023090;P00510;2025-01-02;Mauvaise référence
O030152;P00403;2025-01-03;Mauvaise référence
O046304;P00931;2024-11-25;Livraison incomplète
O001365;P00037;2025-01-11;Mauvaise référence
O019771;P00182;2024-11-24;Mauvaise référence
O005452;P00551;2025-01-03;Mauvaise référence
O005132;P00876;2024-04-02;Client insatisfait
O012017;P00105;2025-01-03;Mauvaise référence
O002446;P00182;2025-01-04;Client insatisfait
O025086;P00809;2024-12-27;Client insatisfait
O007008;P00931;2024-12-26;Livraison incomplète
O013835;P00417;2024-03-23;Mauvaise référence
O041123;P00184;2025-01-12;Mauvaise référence
O005021;P00240;2025-01-14;Mauvaise référence
O028592;P00865;2024-01-28;Livraison incomplète
O039927;P00933;2024-10-01;Client insatisfait
O029167;P00968;2024-12-28;Client insatisfait
O033400;P00612;2024-11-29;Livraison incomplète
O037902;P00526;2024-12-15;Produit abîmé
O016131;P00613;2024-05-04;Mauvaise référence
O003896;P00417;2024-08-31;Produit abîmé
O025916;P00417;2024-02-13;Client insatisfait
O019839;P00532;2024-11-14;Client insatisfait
O020426;P00029;2024-09-16;Client insatisfait
O029737;P00377;2024-09-09;Produit abîmé
O004719;P00188;2024-05-15;Produit abîmé
O016032;P00506;2024-02-01;Mauvaise référence
O016306;P00158;2025-01-08;Produit abîmé
O037304;P00532;2024-07-04;Livraison incomplète
O028412;P00981;2024-08-27;Livraison incomplète
O025258;P00357;2025-01-06;Mauvaise référence
O037782;P00198;2024-11-09;Mauvaise référence
O043293;P00319;2024-09-07;Produit abîmé
O020227;P00055;2024-02-04;Produit abîmé
O042434;P00121;2024-10-27;Mauvaise référence
O049797;P00765;2024-01-13;Produit abîmé
O022281;P00612;2024-11-07;Mauvaise référence
O025002;P00671;2024-12-22;Client insatisfait
O033280;P00535;2025-01-20;Client insatisfait
O010072;P00220;2025-01-01;Mauvaise référence
O026713;P00551;2024-01-23;Client insatisfait
O043066;P00175;2024-12-31;Produit abîmé
O007295;P00037;2024-03-17;Livraison incomplète
O022151;P00233;2024-08-08;Mauvaise référence
O031347;P00106;2024-06-28;Mauvaise référence
O004105;P00418;2024-12-12;Client insatisfait
O001115;P00473;2024-02-10;Mauvaise référence
O027212;P00905;2024-05-10;Client insatisfait
O048868;P00551;2024-10-15;Mauvaise référence
O045718;P00510;2024-03-19;Produit abîmé
O023819;P00377;2024-11-30;Client insatisfait
O036537;P00881;2024-05-25;Livraison incomplète
O023464;P00921;2024-03-02;Produit abîmé
O038268;P00413;2024-09-14;Mauvaise référence
O014710;P00198;2024-06-05;Client insatisfait
O007200;P00615;2024-03-01;Produit abîmé
O029281;P00710;2024-02-09;Mauvaise référence
O028635;P00121;2025-01-28;Client insatisfait
O037414;P00047;2024-09-17;Produit abîmé
O022117;P00175;2024-12-29;Client insatisfait
O011285;P00449;2024-04-23;Mauvaise référence
O047637;P00240;2025-01-10;Produit abîmé
O028347;P00002;2024-09-02;Mauvaise référence
O009207;P00121;2024-11-29;Produit abîmé
O034835;P00671;2024-06-25;Mauvaise référence
O006843;P00014;2024-05-11;Mauvaise référence
O044877;P00373;2024-12-27;Client insatisfait
O048005;P00343;2025-01-28;Client insatisfait
O013937;P00149;2024-12-06;Produit abîmé
O003280;P00080;2024-01-25;Produit abîmé
O021526;P00014;2024-12-02;Mauvaise référence
O002338;P00182;2024-11-19;Client insatisfait
O022045;P00233;2024-02-26;Mauvaise référence
O010015;P00671;2025-01-04;Mauvaise référence
O004852;P00258;2024-12-19;Produit abîmé
O010302;P00336;2024-06-11;Livraison incomplète
O005690;P00449;2024-01-26;Mauvaise référence
O015555;P00986;2024-02-27;Mauvaise référence
O004524;P00198;2024-06-13;Client insatisfait
O005851;P00377;2024-12-31;Livraison incomplète
O018434;P00135;2024-11-08;Livraison incomplète
O015100;P00791;2024-09-25;Mauvaise référence
O035552;P00688;2024-10-28;Mauvaise référence
O004734;P00198;2024-02-11;Livraison incomplète
O042491;P00357;2024-11-15;Mauvaise référence
O021786;P00905;2024-04-01;Livraison incomplète
O036498;P00357;2024-10-13;Produit abîmé
O006155;P00047;2024-09-12;Client insatisfait
O003721;P00198;2024-05-11;Produit abîmé
O020592;P00780;2024-12-23;Produit abîmé
O011219;P00371;2024-04-16;Client insatisfait
O005405;P00981;2025-01-10;Produit abîmé
O049296;P00403;2024-12-31;Mauvaise référence
O021838;P00767;2024-06-22;Produit abîmé
O022690;P00957;2024-12-25;Produit abîmé
O036633;P00284;2024-03-08;Mauvaise référence
O012895;P00143;2025-01-06;Mauvaise référence
O033210;P00047;2024-09-18;Produit abîmé
O023020;P00691;2024-03-22;Produit abîmé
O000957;P00973;2025-01-01;Mauvaise référence
O005298;P00039;2024-07-12;Client insatisfait
O008169;P00106;2024-12-01;Mauvaise référence
O043332;P00943;2024-08-29;Client insatisfait
O023977;P00240;2024-04-18;Mauvaise référence
O049991;P00135;2024-12-25;Mauvaise référence
O043962;P00377;2024-09-08;Client insatisfait
O002015;P00811;2025-01-16;Client insatisfait
O011123;P00923;2024-01-28;Client insatisfait
O007567;P00121;2024-11-25;Produit abîmé
O029685;P00671;2024-12-22;Client insatisfait
O030677;P00886;2025-01-06;Mauvaise référence
O049855;P00767;2024-05-12;Mauvaise référence
O007687;P00906;2025-01-12;Livraison incomplète
O042962;P00152;2024-10-25;Mauvaise référence
O007712;P00012;2024-03-09;Livraison incomplète
O018883;P00379;2024-02-12;Produit abîmé
O029023;P00488;2024-02-28;Client insatisfait
O035297;P00488;2024-03-17;Client insatisfait
O006877;P00764;2024-01-22;Livraison incomplète
O025465;P00284;2024-02-08;Produit abîmé
O029182;P00149;2025-01-05;Livraison incomplète
O040707;P00536;2024-02-11;Client insatisfait
O029266;P00923;2024-12-22;Mauvaise référence
O041705;P00710;2024-01-19;Client insatisfait
O019522;P00943;2024-10-14;Produit abîmé
O016912;P00767;2024-03-22;Produit abîmé
O012606;P00080;2024-12-13;Livraison incomplète
O036557;P00188;2024-10-13;Client insatisfait
O007282;P00121;2024-10-23;Produit abîmé
O049073;P00140;2025-01-09;Client insatisfait
O039989;P00886;2024-05-26;Client insatisfait
O035995;P00688;2024-12-22;Livraison incomplète
O036463;P00948;2024-10-15;Mauvaise référence
O028804;P00536;2024-10-21;Client insatisfait
O037423;P00198;2024-02-15;Client insatisfait
O021582;P00952;2024-07-26;Mauvaise référence
O047604;P00558;2025-01-26;Livraison incomplète
O022429;P00957;2024-12-09;Mauvaise référence
O042764;P00355;2024-08-10;Client insatisfait
O047829;P00521;2024-03-23;Livraison incomplète
O043073;P00886;2024-04-27;Mauvaise référence
O010891;P00658;2024-12-13;Livraison incomplète
O027417;P00341;2024-10-09;Produit abîmé
O000508;P00121;2024-03-12;Livraison incomplète
O027791;P00488;2024-10-20;Client insatisfait
O014660;P00093;2024-08-16;Produit abîmé
O018348;P00250;2024-09-16;Client insatisfait
O010627;P00009;2024-03-24;Livraison incomplète
O012437;P00620;2024-12-12;Mauvaise référence
O010198;P00212;2024-10-10;Livraison incomplète
O010864;P00175;2024-03-21;Livraison incomplète
O043222;P00968;2024-04-09;Mauvaise référence
O044522;P00193;2024-12-26;Livraison incomplète
O012096;P00118;2024-11-29;Mauvaise référence
O005752;P00240;2024-01-25;Client insatisfait
O049155;P00510;2024-11-03;Produit abîmé
O036412;P00742;2024-05-03;Client insatisfait
O034250;P00413;2025-01-06;Produit abîmé
O032481;P00055;2025-01-02;Mauvaise référence
O039071;P00952;2024-02-04;Produit abîmé
O019688;P00355;2024-12-28;Client insatisfait
O015279;P00296;2025-01-19;Livraison incomplète
O028591;P00613;2024-02-18;Livraison incomplète
O028892;P00767;2024-11-24;Client insatisfait
O035697;P00252;2024-12-30;Mauvaise référence
O023453;P00881;2024-11-20;Client insatisfait
O003124;P00658;2024-03-12;Livraison incomplète
O037586;P00451;2024-12-18;Produit abîmé
O008945;P00398;2024-12-24;Produit abîmé
O004267;P00379;2025-01-02;Mauvaise référence
O016756;P00881;2024-01-23;Mauvaise référence
O046919;P00516;2024-03-23;Produit abîmé
O032457;P00532;2024-06-26;Livraison incomplète
O039648;P00220;2024-10-11;Produit abîmé
O043113;P00417;2024-03-09;Client insatisfait
O015275;P00413;2024-01-31;Produit abîmé
O029206;P00063;2024-11-17;Client insatisfait
O008425;P00971;2024-01-24;Client insatisfait
O002525;P00379;2024-11-28;Livraison incomplète
O008404;P00921;2024-01-20;Client insatisfait
O038067;P00341;2025-01-05;Client insatisfait
O042468;P00234;2024-02-10;Mauvaise référence
O035790;P00603;2024-03-09;Client insatisfait
O043478;P00182;2024-03-20;Client insatisfait
O020385;P00398;2024-12-06;Client insatisfait
O010739;P00258;2024-08-20;Client insatisfait
O028684;P00957;2025-01-03;Livraison incomplète
O042678;P00518;2024-02-05;Produit abîmé
O044750;P00921;2024-03-06;Produit abîmé
O046836;P00558;2024-12-15;Produit abîmé
O029427;P00963;2024-09-13;Client insatisfait
O026589;P00923;2024-05-17;Mauvaise référence
O036334;P00319;2024-11-14;Mauvaise référence
O021656;P00550;2025-01-09;Client insatisfait
O039582;P00957;2024-03-05;Livraison incomplète
O047556;P00873;2025-01-03;Mauvaise référence
O029533;P00839;2025-01-02;Livraison incomplète
O009805;P00158;2025-01-04;Produit abîmé
O037248;P00526;2024-12-13;Produit abîmé
O036156;P00170;2024-09-07;Mauvaise référence
O020604;P00895;2025-01-05;Mauvaise référence
O030946;P00943;2024-02-04;Client insatisfait
O015807;P00536;2024-03-31;Livraison incomplète
O014635;P00876;2024-10-01;Produit abîmé
O022700;P00536;2024-08-19;Mauvaise référence
O048590;P00357;2025-01-27;Livraison incomplète
O044821;P00765;2024-12-01;Mauvaise référence
O033675;P00653;2025-01-13;Client insatisfait
O040048;P00516;2024-09-21;Livraison incomplète
O049513;P00733;2025-01-07;Produit abîmé
O048401;P00518;2024-05-29;Mauvaise référence
O040271;P00981;2024-12-19;Livraison incomplète
O048798;P00158;2024-12-16;Client insatisfait
O028251;P00503;2024-11-15;Livraison incomplète
O027788;P00893;2024-09-15;Client insatisfait
O041056;P00118;2024-11-01;Mauvaise référence
O017700;P00011;2024-01-25;Client insatisfait
O027940;P00063;2024-03-12;Produit abîmé
O048309;P00943;2024-12-10;Livraison incomplète
O049502;P00370;2024-04-05;Produit abîmé
O014312;P00158;2025-01-01;Mauvaise référence
O049017;P00106;2024-11-15;Produit abîmé
O020072;P00093;2025-01-05;Produit abîmé
O020752;P00024;2024-11-27;Livraison incomplète
O030976;P00968;2024-11-24;Produit abîmé
O008012;P00792;2024-12-27;Livraison incomplète
O022416;P00008;2024-03-01;Mauvaise référence
O004043;P00296;2024-09-27;Produit abîmé
O033221;P00658;2024-01-28;Livraison incomplète
O025191;P00754;2024-06-20;Client insatisfait
O046568;P00396;2025-01-04;Livraison incomplète
O013986;P00462;2025-01-07;Produit abîmé
O032065;P00921;2025-01-10;Produit abîmé
O001021;P00613;2024-02-09;Livraison incomplète
O048455;P00536;2024-09-25;Livraison incomplète
O041256;P00379;2024-08-27;Livraison incomplète
O012864;P00063;2024-10-16;Produit abîmé
O036562;P00009;2024-12-02;Mauvaise référence
O034169;P00379;2024-07-23;Mauvaise référence
O040639;P00923;2024-12-06;Client insatisfait
O028150;P00093;2024-12-17;Produit abîmé
O031399;P00449;2025-01-02;Produit abîmé
O019614;P00613;2024-12-01;Produit abîmé
O023352;P00413;2024-10-30;Livraison incomplète
O044661;P00603;2024-12-20;Produit abîmé
O018728;P00620;2025-01-01;Livraison incomplète
O011557;P00809;2024-05-20;Client insatisfait
O030334;P00610;2025-01-05;Client insatisfait
O014879;P00370;2024-11-26;Produit abîmé
O004108;P00355;2024-12-21;Produit abîmé
O029012;P00240;2025-01-21;Client insatisfait
O005737;P00957;2024-09-08;Produit abîmé
O035604;P00948;2024-11-02;Produit abîmé
O039449;P00413;2024-12-17;Produit abîmé
O004654;P00449;2024-03-18;Mauvaise référence
O017052;P00810;2024-09-10;Produit abîmé
O042712;P00170;2024-12-28;Mauvaise référence
O031258;P00886;2024-12-22;Livraison incomplète
O010731;P00373;2024-10-30;Produit abîmé
O028557;P00370;2024-03-24;Produit abîmé
O031829;P00398;2024-11-05;Mauvaise référence
O016186;P00370;2024-12-11;Livraison incomplète
O048650;P00193;2024-10-30;Mauvaise référence
O001192;P00149;2024-05-23;Livraison incomplète
O025374;P00193;2024-03-18;Mauvaise référence
O020904;P00658;2024-10-26;Mauvaise référence
O049613;P00055;2024-09-10;Client insatisfait
O038457;P00449;2024-03-23;Mauvaise référence
O031768;P00212;2024-01-20;Client insatisfait
O019450;P00488;2024-05-11;Produit abîmé
O002963;P00039;2024-10-27;Produit abîmé
O002916;P00509;2024-02-26;Client insatisfait
O002384;P00452;2024-11-25;Produit abîmé
O018017;P00620;2025-01-01;Produit abîmé
O010845;P00865;2024-02-11;Livraison incomplète
O029544;P00417;2025-01-20;Client insatisfait
O042362;P00226;2024-11-02;Produit abîmé
O027716;P00742;2024-02-06;Mauvaise référence
O033922;P00658;2024-12-10;Mauvaise référence
O013786;P00011;2024-12-22;Livraison incomplète
O035195;P00222;2024-12-22;Mauvaise référence
O034968;P00613;2025-01-20;Client insatisfait
O032649;P00921;2025-01-25;Produit abîmé
O032994;P00809;2024-02-27;Mauvaise référence
O045407;P00780;2024-09-13;Livraison incomplète
O017197;P00396;2025-01-02;Livraison incomplète
O020389;P00710;2024-11-28;Client insatisfait
O044342;P00767;2024-08-31;Client insatisfait
O042324;P00121;2024-09-22;Livraison incomplète
O001389;P00509;2024-12-20;Mauvaise référence
O046491;P00105;2024-10-06;Produit abîmé
O032051;P00895;2024-12-13;Livraison incomplète
O042655;P00106;2024-10-15;Produit abîmé
O017150;P00105;2024-07-21;Livraison incomplète
O019750;P00532;2024-10-04;Client insatisfait
O041398;P00905;2024-03-26;Client insatisfait
O031748;P00017;2025-01-01;Livraison incomplète
O018325;P00521;2024-12-15;Client insatisfait
O031980;P00250;2024-09-13;Mauvaise référence
O018785;P00017;2024-12-01;Livraison incomplète
O015493;P00710;2024-05-13;Produit abîmé
O049816;P00008;2024-03-18;Mauvaise référence
O026531;P00809;2024-10-29;Produit abîmé
O017652;P00780;2024-12-14;Livraison incomplète
