id_commande;date_commande;id_produit;quantité;entrepôt;statut
O023428;2024-12-23;P00369;15;Marseille;Livré
O023429;2024-12-27;P00413;5;Lyon;Livré
O023430;2024-11-29;P00182;8;Lyon;Expédié
O023431;2024-12-31;P00305;12;Lyon;Livré
O023433;2024-12-23;P00764;1;Paris;Livré
O023434;2024-10-02;P00710;20;Marseille;Expédié
O023435;2024-11-25;P00810;8;Marseille;Livré
O023436;2024-10-22;P00026;8;Marseille;Livré
O023438;2024-02-01;P00417;2;Lyon;Expédié
O023439;2024-02-12;P00140;3;Marseille;Livré
O023440;2024-03-16;P00791;5;Paris;Livré
O023441;2024-10-13;P00881;5;Lyon;Livré
O023442;2024-01-17;P00445;5;Lyon;Livré
O023443;2024-11-29;P00149;1;Lyon;Livré
O023444;2024-03-25;P00903;2;Marseille;Livré
O023445;2024-12-05;P00906;2;Lyon;Livré
O023446;2024-10-19;P00906;2;Marseille;Expédié
O023447;2024-08-12;P00809;1;Lyon;Livré
O023450;2024-12-27;P00426;1;Marseille;Livré
O023451;2024-09-29;P00592;2;Lyon;Livré
O023452;2024-02-28;P00170;3;Marseille;Livré
O023453;2024-10-21;P00881;1;Marseille;Livré
O023454;2024-08-03;P00843;15;Marseille;Livré
O023456;2024-11-06;P00490;8;Paris;Livré
O023457;2024-04-29;P00631;8;Paris;Livré
O023458;2024-04-28;P00653;1;Paris;Expédié
O023460;2024-02-28;P00688;5;Paris;Expédié
O023461;2024-10-14;P00781;3;Marseille;Livré
O023462;2024-12-30;P00136;20;Paris;Livré
O023463;2024-11-30;P00284;8;Paris;Expédié
O023464;2024-02-17;P00921;3;Lyon;Expédié
O023465;2024-08-19;P00963;10;Marseille;Expédié
O023466;2024-01-15;P00631;1;Paris;Expédié
O023467;2024-12-22;P00509;1;Marseille;Expédié
O023469;2024-11-04;P00212;5;Paris;Livré
O023470;2024-10-25;P00334;1;Marseille;Expédié
O023471;2024-01-18;P00077;1;Marseille;Livré
O023472;2024-01-19;P00506;8;Marseille;Expédié
O023473;2024-03-27;P00277;2;Lyon;Expédié
O023474;2024-12-31;P00810;5;Marseille;Livré
O023475;2024-01-12;P00979;12;Lyon;Livré
O023476;2024-11-04;P00580;2;Paris;Expédié
O023477;2024-12-15;P00764;1;Marseille;Livré
O023478;2024-11-02;P00364;1;Lyon;Livré
O023479;2024-10-14;P00017;1;Paris;Livré
O023480;2024-09-04;P00014;1;Paris;Livré
O023481;2024-07-12;P00435;1;Lyon;Expédié
O023482;2024-09-20;P00921;2;Lyon;Expédié
O023483;2024-05-10;P00649;2;Paris;Expédié
O023484;2024-01-18;P00733;5;Lyon;Livré
O023485;2024-01-14;P00152;10;Paris;Expédié
O023486;2024-07-22;P00931;8;Marseille;Livré
O023487;2024-02-02;P00234;3;Marseille;Expédié
O023488;2024-10-17;P00435;1;Lyon;Expédié
O023489;2024-11-20;P00128;5;Lyon;Livré
O023490;2024-01-05;P00467;2;Lyon;Expédié
O023491;2024-12-24;P00012;1;Lyon;Livré
O023492;2024-08-11;P00093;10;Marseille;Livré
O023493;2024-10-25;P00258;2;Marseille;Livré
O023494;2024-05-05;P00549;1;Paris;Livré
O023496;2024-09-07;P00700;10;Marseille;Expédié
O023497;2024-10-24;P00017;12;Lyon;Livré
O023498;2024-09-28;P00792;2;Lyon;Livré
O023499;2024-10-25;P00082;2;Marseille;Livré
O023500;2024-11-24;P00131;3;Marseille;Livré
O023502;2024-02-14;P00445;8;Paris;Livré
O023503;2024-12-02;P00462;1;Paris;Livré
O023504;2024-11-20;P00519;3;Paris;Expédié
O023505;2024-10-16;P00055;15;Lyon;Livré
O023506;2024-02-06;P00767;2;Paris;Livré
O023507;2024-12-12;P00137;12;Lyon;Livré
O023508;2024-02-25;P00952;15;Paris;Livré
O023510;2024-12-13;P00792;2;Marseille;Livré
O023512;2024-12-14;P00370;8;Marseille;Expédié
O023514;2024-06-04;P00710;1;Marseille;Expédié
O023515;2024-12-08;P00370;8;Marseille;Livré
O023516;2024-03-09;P00330;8;Paris;Livré
O023517;2024-06-12;P00105;1;Paris;Livré
O023518;2024-01-09;P00090;5;Paris;Livré
O023519;2024-11-20;P00802;8;Paris;Livré
O023521;2024-12-15;P00738;2;Paris;Livré
O023522;2024-11-04;P00521;1;Lyon;Livré
O023524;2024-01-11;P00106;1;Marseille;Livré
O023525;2024-01-25;P00865;3;Lyon;Livré
O023526;2024-01-04;P00740;15;Lyon;Livré
O023527;2024-11-09;P00693;10;Lyon;Expédié
O023528;2024-09-08;P00118;2;Lyon;Expédié
O023529;2024-09-26;P00526;3;Paris;Livré
O023530;2024-01-02;P00839;2;Marseille;Expédié
O023532;2024-12-01;P00568;1;Paris;Livré
O023533;2024-05-20;P00789;3;Marseille;Livré
O023534;2024-12-29;P00046;3;Marseille;Livré
O023535;2024-10-16;P00035;3;Marseille;Livré
O023536;2024-06-28;P00414;15;Lyon;Livré
O023540;2024-02-22;P00610;5;Marseille;Livré
O023541;2024-11-06;P00630;5;Paris;Livré
O023542;2024-03-13;P00844;1;Marseille;Livré
O023543;2024-12-14;P00312;20;Paris;Expédié
O023545;2024-01-16;P00503;8;Marseille;Livré
O023547;2024-07-22;P00654;10;Marseille;Livré
O023548;2024-05-22;P00252;2;Lyon;Livré
O023549;2024-09-19;P00699;3;Lyon;Livré
O023550;2024-01-26;P00738;3;Marseille;Livré
O023551;2024-08-28;P00673;1;Paris;Livré
O023552;2024-12-10;P00233;5;Lyon;Expédié
O023553;2024-08-05;P00629;12;Marseille;Livré
O023554;2024-09-30;P00047;1;Lyon;Livré
O023555;2024-12-27;P00371;1;Lyon;Expédié
O023559;2024-01-19;P00948;8;Lyon;Livré
O023560;2024-12-27;P00968;2;Marseille;Livré
O023561;2024-07-25;P00105;5;Lyon;Livré
O023562;2024-09-17;P00831;5;Marseille;Expédié
O023563;2024-08-18;P00011;2;Paris;Livré
O023564;2024-10-30;P00451;8;Paris;Livré
O023565;2024-10-16;P00551;3;Marseille;Expédié
O023566;2024-02-01;P00009;10;Paris;Livré
O023567;2024-03-25;P00234;8;Marseille;Livré
O023568;2024-12-07;P00233;10;Marseille;Expédié
O023569;2024-03-08;P00672;1;Marseille;Livré
O023570;2024-05-15;P00569;1;Lyon;Expédié
O023571;2024-11-09;P00254;1;Marseille;Livré
O023572;2024-10-10;P00090;2;Lyon;Livré
O023573;2024-11-11;P00893;10;Marseille;Livré
O023574;2024-01-28;P00620;3;Lyon;Livré
O023575;2024-12-29;P00764;10;Marseille;Livré
O023576;2024-12-25;P00510;2;Paris;Livré
O023577;2024-12-22;P00070;2;Paris;Livré
O023578;2024-12-16;P00876;12;Lyon;Livré
O023579;2024-11-12;P00037;2;Marseille;Livré
O023580;2024-08-27;P00912;8;Paris;Livré
O023581;2024-09-12;P00809;1;Marseille;Livré
O023582;2024-12-27;P00250;15;Lyon;Livré
O023583;2024-03-26;P00452;3;Paris;Livré
O023584;2024-10-03;P00729;8;Lyon;Expédié
O023586;2024-11-28;P00810;1;Lyon;Livré
O023587;2024-01-26;P00473;3;Lyon;Livré
O023588;2024-04-14;P00362;12;Lyon;Livré
O023589;2024-04-10;P00681;10;Lyon;Livré
O023590;2024-12-25;P00702;1;Paris;Expédié
O023591;2024-01-12;P00212;2;Lyon;Livré
O023592;2024-11-04;P00541;2;Marseille;Expédié
O023593;2024-11-22;P00256;1;Marseille;Expédié
O023594;2024-04-18;P00008;8;Lyon;Expédié
O023595;2024-12-27;P00417;1;Paris;Livré
O023597;2024-02-10;P00693;2;Paris;Expédié
O023599;2024-04-19;P00710;5;Marseille;Livré
O023600;2024-10-12;P00379;3;Paris;Expédié
O023601;2024-05-17;P00490;8;Paris;Livré
O023603;2024-11-01;P00452;15;Paris;Expédié
O023605;2024-12-07;P00839;1;Lyon;Expédié
O023606;2024-12-02;P00538;5;Lyon;Livré
O023607;2024-12-10;P00754;1;Lyon;Livré
O023608;2024-12-02;P00740;2;Paris;Livré
O023609;2024-12-25;P00044;1;Marseille;Livré
O023610;2024-06-16;P00039;1;Marseille;Livré
O023611;2024-03-15;P00478;2;Paris;Livré
O023612;2024-05-22;P00729;2;Lyon;Livré
O023613;2024-12-07;P00250;12;Marseille;Livré
O023614;2024-10-07;P00122;8;Paris;Livré
O023615;2024-01-04;P00735;15;Marseille;Livré
O023616;2024-04-07;P00629;3;Lyon;Expédié
O023617;2024-12-30;P00693;1;Lyon;Expédié
O023619;2024-12-28;P00532;2;Paris;Livré
O023620;2024-11-17;P00915;2;Marseille;Expédié
O023621;2024-03-16;P00981;2;Lyon;Expédié
O023622;2024-09-01;P00305;5;Lyon;Livré
O023623;2024-11-15;P00250;3;Paris;Livré
O023625;2024-10-08;P00518;2;Lyon;Livré
O023626;2024-11-23;P00256;1;Marseille;Livré
O023627;2024-12-13;P00445;1;Paris;Expédié
O023628;2024-02-03;P00938;1;Marseille;Expédié
O023629;2024-11-16;P00088;1;Marseille;Livré
O023632;2024-11-16;P00240;8;Lyon;Livré
O023633;2024-11-30;P00615;1;Marseille;Livré
O023634;2024-12-10;P00233;8;Paris;Livré
O023635;2024-12-01;P00693;2;Lyon;Livré
O023637;2024-11-03;P00905;1;Marseille;Livré
O023638;2024-02-09;P00729;8;Lyon;Livré
O023639;2024-04-27;P00621;3;Paris;Expédié
O023640;2024-10-09;P00256;1;Paris;Expédié
O023641;2024-02-19;P00377;12;Paris;Livré
O023642;2024-10-21;P00303;1;Paris;Expédié
O023643;2024-02-28;P00895;1;Lyon;Expédié
O023644;2024-10-25;P00044;8;Marseille;Expédié
O023645;2024-12-26;P00082;5;Lyon;Expédié
O023646;2024-11-25;P00319;2;Marseille;Livré
O023647;2024-02-06;P00973;1;Marseille;Livré
O023648;2024-11-21;P00090;10;Lyon;Livré
O023650;2024-02-14;P00831;2;Paris;Livré
O023651;2024-05-11;P00445;1;Marseille;Expédié
O023652;2024-12-14;P00881;3;Lyon;Livré
O023653;2024-02-05;P00371;12;Paris;Expédié
O023654;2024-12-14;P00488;1;Marseille;Expédié
O023655;2024-01-20;P00610;8;Marseille;Livré
O023658;2024-04-20;P00172;3;Lyon;Livré
O023659;2024-03-19;P00118;2;Marseille;Expédié
O023660;2024-03-29;P00188;8;Paris;Livré
O023661;2024-12-24;P00233;15;Paris;Expédié
O023662;2024-05-22;P00193;1;Lyon;Livré
O023664;2024-11-08;P00340;1;Marseille;Livré
O023665;2024-01-23;P00118;12;Paris;Livré
O023666;2024-11-08;P00466;5;Marseille;Livré
O023667;2024-04-11;P00543;2;Paris;Livré
O023668;2024-12-20;P00158;3;Marseille;Livré
O023669;2024-09-18;P00413;8;Paris;Livré
O023672;2024-02-07;P00881;8;Paris;Expédié
O023673;2024-02-06;P00451;12;Marseille;Expédié
O023674;2024-09-22;P00250;2;Lyon;Livré
O023675;2024-12-18;P00893;2;Paris;Expédié
O023676;2024-03-15;P00893;5;Lyon;Livré
O023679;2024-05-15;P00515;2;Marseille;Expédié
O023680;2024-01-21;P00029;3;Paris;Livré
O023681;2024-10-02;P00158;2;Lyon;Livré
O023682;2024-12-22;P00876;1;Paris;Expédié
O023683;2024-01-23;P00435;3;Lyon;Livré
O023684;2024-10-30;P00827;5;Paris;Livré
O023686;2024-04-13;P00751;8;Marseille;Livré
O023687;2024-01-22;P00633;3;Marseille;Expédié
O023688;2024-01-11;P00705;1;Marseille;Livré
O023689;2024-03-21;P00518;2;Paris;Expédié
O023690;2024-11-26;P00336;8;Paris;Expédié
O023692;2024-12-08;P00943;2;Paris;Livré
O023693;2024-09-27;P00093;5;Marseille;Livré
O023694;2024-12-13;P00389;3;Marseille;Livré
O023695;2024-12-31;P00535;1;Marseille;Livré
O023696;2024-05-05;P00831;8;Lyon;Livré
O023697;2024-12-19;P00467;1;Marseille;Livré
O023698;2024-05-10;P00044;3;Lyon;Livré
O023699;2024-12-20;P00058;1;Lyon;Livré
O023700;2024-12-16;P00943;1;Paris;Livré
O023701;2024-10-19;P00691;3;Lyon;Livré
O023702;2024-12-09;P00284;3;Paris;Livré
O023703;2024-04-07;P00613;5;Lyon;Livré
O023704;2024-05-14;P00452;8;Marseille;Livré
O023705;2024-01-31;P00515;8;Lyon;Expédié
O023706;2024-11-18;P00750;2;Paris;Livré
O023707;2024-03-28;P00163;5;Lyon;Livré
O023709;2024-12-27;P00193;3;Paris;Livré
O023710;2024-12-11;P00653;2;Marseille;Livré
O023711;2024-11-24;P00479;3;Marseille;Livré
O023712;2024-12-25;P00510;15;Lyon;Livré
O023714;2024-11-18;P00414;1;Lyon;Livré
O023715;2024-12-28;P00532;12;Paris;Livré
O023716;2024-11-02;P00523;1;Marseille;Livré
O023717;2024-07-12;P00063;2;Paris;Expédié
O023718;2024-11-29;P00170;2;Marseille;Livré
O023720;2024-12-14;P00861;5;Marseille;Livré
O023722;2024-11-05;P00277;1;Marseille;Expédié
O023723;2024-10-16;P00403;10;Lyon;Expédié
O023724;2024-12-20;P00688;10;Marseille;Expédié
O023725;2024-12-21;P00671;5;Lyon;Expédié
O023726;2024-04-23;P00968;3;Paris;Livré
O023727;2024-10-16;P00106;12;Lyon;Livré
O023730;2024-03-18;P00482;10;Paris;Expédié
O023731;2024-05-31;P00240;3;Lyon;Livré
O023732;2024-10-15;P00319;5;Marseille;Expédié
O023733;2024-05-19;P00921;3;Lyon;Livré
O023734;2024-10-15;P00933;3;Lyon;Livré
O023736;2024-07-03;P00011;2;Marseille;Expédié
O023737;2024-01-10;P00149;3;Paris;Livré
O023738;2024-06-02;P00014;1;Lyon;Expédié
O023739;2024-09-29;P00620;2;Marseille;Livré
O023740;2024-12-06;P00952;5;Marseille;Expédié
O023741;2024-12-11;P00404;15;Paris;Expédié
O023742;2024-04-19;P00404;15;Marseille;Expédié
O023743;2024-02-11;P00121;3;Lyon;Expédié
O023744;2024-11-10;P00377;5;Lyon;Livré
O023745;2024-11-09;P00809;1;Lyon;Livré
O023747;2024-01-20;P00658;5;Marseille;Livré
O023748;2024-03-11;P00535;1;Marseille;Livré
O023749;2024-06-30;P00538;2;Paris;Livré
O023750;2024-07-24;P00707;5;Marseille;Livré
O023751;2024-01-16;P00568;2;Lyon;Livré
O023752;2024-12-16;P00184;1;Paris;Livré
O023753;2024-11-05;P00357;10;Marseille;Livré
O023754;2024-10-01;P00490;2;Paris;Livré
O023755;2024-12-01;P00029;1;Lyon;Livré
O023756;2024-12-26;P00613;1;Lyon;Livré
O023757;2024-12-08;P00133;2;Paris;Livré
O023758;2024-09-18;P00873;1;Lyon;Livré
O023759;2024-02-16;P00617;8;Marseille;Livré
O023760;2024-06-06;P00026;2;Marseille;Livré
O023761;2024-12-03;P00933;8;Marseille;Livré
O023762;2024-02-07;P00948;1;Lyon;Livré
O023763;2024-12-29;P00413;3;Marseille;Expédié
O023764;2024-10-16;P00516;5;Marseille;Livré
O023765;2024-01-09;P00954;5;Lyon;Livré
O023766;2024-01-15;P00839;5;Lyon;Expédié
O023767;2024-12-30;P00026;12;Marseille;Livré
O023771;2024-11-18;P00573;1;Marseille;Livré
O023772;2024-12-11;P00170;3;Paris;Livré
O023775;2024-08-13;P00413;10;Marseille;Livré
O023776;2024-02-27;P00733;1;Lyon;Livré
O023777;2024-01-11;P00515;1;Lyon;Expédié
O023778;2024-11-10;P00234;1;Paris;Livré
O023779;2024-12-24;P00931;5;Paris;Livré
O023780;2024-10-07;P00198;2;Marseille;Expédié
O023781;2024-12-29;P00603;1;Paris;Livré
O023782;2024-11-11;P00429;3;Paris;Livré
O023783;2024-08-26;P00889;5;Marseille;Livré
O023785;2024-11-20;P00396;1;Marseille;Livré
O023786;2024-12-23;P00521;2;Lyon;Livré
O023787;2024-01-10;P00005;5;Marseille;Livré
O023788;2024-03-19;P00938;15;Lyon;Livré
O023789;2024-05-19;P00124;5;Marseille;Livré
O023791;2024-02-08;P00809;8;Paris;Expédié
O023792;2024-10-13;P00410;2;Paris;Livré
O023793;2024-12-27;P00428;2;Lyon;Livré
O023794;2024-09-13;P00252;3;Lyon;Expédié
O023795;2024-02-08;P00403;8;Lyon;Livré
O023796;2024-09-12;P00780;3;Lyon;Livré
O023797;2024-01-10;P00584;10;Marseille;Expédié
O023798;2024-10-12;P00387;20;Lyon;Livré
O023799;2024-12-13;P00624;1;Paris;Livré
O023801;2024-12-04;P00457;1;Lyon;Expédié
O023802;2024-02-02;P00334;1;Marseille;Livré
O023803;2024-11-24;P00258;2;Lyon;Expédié
O023804;2024-03-09;P00445;1;Lyon;Livré
O023805;2024-05-07;P00619;10;Paris;Expédié
O023806;2024-01-17;P00240;1;Paris;Expédié
O023807;2024-01-18;P00503;2;Paris;Expédié
O023808;2024-02-23;P00806;1;Paris;Livré
O023810;2024-11-09;P00576;12;Paris;Expédié
O023811;2024-10-30;P00330;5;Marseille;Livré
O023812;2024-08-14;P00625;12;Marseille;Livré
O023813;2024-08-19;P00367;15;Lyon;Expédié
O023816;2024-01-05;P00811;3;Paris;Expédié
O023817;2024-01-20;P00507;1;Marseille;Livré
O023818;2024-08-28;P00002;1;Marseille;Livré
O023819;2024-11-05;P00377;1;Lyon;Livré
O023820;2024-12-14;P00518;5;Lyon;Livré
O023821;2024-10-18;P00847;1;Marseille;Expédié
O023822;2024-06-19;P00143;1;Paris;Livré
O023823;2024-10-27;P00604;5;Paris;Livré
O023824;2024-10-15;P00170;5;Lyon;Livré
O023825;2024-12-17;P00158;5;Paris;Livré
O023826;2024-10-27;P00026;2;Lyon;Expédié
O023827;2024-09-02;P00222;8;Lyon;Livré
O023829;2024-12-18;P00009;3;Paris;Livré
O023831;2024-10-25;P00170;1;Paris;Expédié
O023832;2024-12-04;P00755;8;Lyon;Livré
O023834;2024-01-18;P00329;15;Paris;Livré
O023835;2024-01-14;P00305;1;Marseille;Livré
O023837;2024-02-24;P00895;2;Marseille;Expédié
O023838;2024-12-10;P00754;3;Lyon;Livré
O023839;2024-12-23;P00222;1;Marseille;Livré
O023840;2024-05-04;P00740;10;Lyon;Livré
O023841;2024-01-05;P00029;2;Paris;Livré
O023842;2024-01-16;P00256;8;Marseille;Livré
O023844;2024-11-01;P00981;5;Lyon;Livré
O023845;2024-07-28;P00470;3;Paris;Expédié
O023846;2024-12-26;P00516;1;Lyon;Livré
O023847;2024-04-25;P00553;1;Lyon;Livré
O023848;2024-09-11;P00044;1;Lyon;Expédié
O023849;2024-02-05;P00417;1;Lyon;Livré
O023850;2024-01-26;P00820;2;Paris;Livré
O023853;2024-12-03;P00413;10;Lyon;Livré
O023854;2024-11-28;P00250;2;Paris;Expédié
O023855;2024-12-24;P00923;8;Lyon;Livré
O023856;2024-12-22;P00420;2;Paris;Livré
O023857;2024-02-28;P00478;8;Paris;Livré
O023858;2024-02-15;P00093;15;Marseille;Livré
O023859;2024-12-14;P00669;1;Lyon;Expédié
O023860;2024-12-17;P00968;10;Paris;Livré
O023863;2024-12-16;P00611;5;Lyon;Livré
O023864;2024-12-24;P00472;8;Lyon;Expédié
O023865;2024-12-08;P00056;5;Marseille;Livré
O023866;2024-08-31;P00047;2;Lyon;Livré
O023868;2024-08-19;P00645;1;Marseille;Livré
O023869;2024-02-14;P00011;1;Marseille;Livré
O023873;2024-12-12;P00738;3;Lyon;Livré
O023875;2024-11-28;P00128;20;Lyon;Expédié
O023876;2024-06-12;P00222;8;Lyon;Expédié
O023877;2024-10-25;P00014;2;Marseille;Expédié
O023878;2024-10-13;P00951;10;Marseille;Expédié
O023879;2024-09-13;P00026;8;Lyon;Livré
O023881;2024-12-26;P00830;2;Lyon;Expédié
O023882;2024-10-08;P00466;1;Paris;Livré
O023883;2024-06-28;P00149;1;Paris;Livré
O023884;2024-09-22;P00957;10;Marseille;Livré
O023885;2024-11-29;P00145;10;Marseille;Livré
O023886;2024-10-04;P00396;2;Paris;Expédié
O023888;2024-12-16;P00604;2;Paris;Expédié
O023889;2024-03-01;P00831;8;Marseille;Livré
O023890;2024-12-14;P00500;12;Paris;Livré
O023891;2024-12-15;P00367;8;Paris;Livré
O023892;2024-11-02;P00403;5;Marseille;Livré
O023893;2024-08-27;P00379;1;Lyon;Livré
O023894;2024-11-05;P00691;3;Paris;Livré
O023895;2024-11-21;P00404;1;Paris;Expédié
O023896;2024-12-01;P00175;8;Marseille;Livré
O023897;2024-10-27;P00133;2;Marseille;Livré
O023898;2024-03-23;P00159;10;Lyon;Livré
O023899;2024-01-03;P00943;2;Paris;Livré
O023900;2024-10-08;P00121;10;Paris;Livré
O023901;2024-09-26;P00604;2;Lyon;Livré
O023902;2024-12-05;P00212;2;Paris;Livré
O023903;2024-09-02;P00732;5;Paris;Expédié
O023904;2024-09-23;P00182;1;Marseille;Livré
O023905;2024-06-20;P00070;15;Paris;Livré
O023906;2024-10-04;P00510;3;Lyon;Livré
O023907;2024-12-26;P00148;3;Lyon;Expédié
O023908;2024-07-16;P00610;10;Paris;Livré
O023910;2024-10-02;P00864;10;Marseille;Livré
O023911;2024-12-23;P00378;3;Lyon;Livré
O023912;2024-11-25;P00116;12;Marseille;Livré
O023913;2024-03-20;P00427;1;Paris;Expédié
O023914;2024-11-18;P00923;1;Paris;Livré
O023915;2024-11-19;P00516;3;Lyon;Livré
O023916;2024-01-04;P00765;2;Lyon;Expédié
O023918;2024-10-16;P00808;3;Paris;Livré
O023919;2024-04-13;P00568;2;Marseille;Expédié
O023921;2024-08-05;P00012;2;Marseille;Livré
O023922;2024-04-05;P00740;10;Lyon;Livré
O023923;2024-11-14;P00369;3;Marseille;Expédié
O023925;2024-02-18;P00895;20;Lyon;Expédié
O023927;2024-10-24;P00435;8;Paris;Livré
O023928;2024-09-04;P00024;2;Paris;Livré
O023929;2024-12-18;P00198;2;Lyon;Livré
O023930;2024-03-17;P00729;2;Lyon;Livré
O023931;2024-11-23;P00182;10;Marseille;Livré
O023932;2024-01-24;P00507;1;Lyon;Livré
O023934;2024-12-19;P00082;1;Marseille;Livré
O023935;2024-04-19;P00212;12;Paris;Expédié
O023937;2024-12-04;P00620;5;Lyon;Livré
O023938;2024-12-10;P00568;1;Paris;Livré
O023940;2024-10-07;P00675;1;Lyon;Livré
O023941;2024-08-14;P00490;10;Paris;Livré
O023942;2024-12-29;P00654;12;Paris;Livré
O023944;2024-09-22;P00629;2;Lyon;Livré
O023945;2024-08-14;P00106;2;Lyon;Livré
O023946;2024-02-12;P00895;10;Lyon;Livré
O023948;2024-12-16;P00625;8;Lyon;Expédié
O023949;2024-10-19;P00463;8;Paris;Expédié
O023951;2024-05-31;P00355;3;Lyon;Livré
O023952;2024-09-19;P00044;12;Paris;Livré
O023953;2024-12-28;P00063;2;Paris;Expédié
O023954;2024-09-12;P00568;1;Marseille;Livré
O023955;2024-12-01;P00284;5;Marseille;Expédié
O023956;2024-09-14;P00905;3;Paris;Expédié
O023957;2024-10-14;P00839;10;Paris;Livré
O023958;2024-03-10;P00032;1;Marseille;Expédié
O023959;2024-10-30;P00963;10;Paris;Livré
O023960;2024-12-05;P00742;2;Lyon;Livré
O023961;2024-01-28;P00024;5;Lyon;Expédié
O023962;2024-12-09;P00382;1;Lyon;Livré
O023963;2024-11-18;P00923;5;Marseille;Expédié
O023964;2024-10-02;P00039;5;Paris;Livré
O023965;2024-12-12;P00035;2;Paris;Livré
O023966;2024-09-25;P00558;1;Lyon;Livré
O023967;2024-10-31;P00981;3;Paris;Livré
O023968;2024-03-17;P00507;10;Lyon;Livré
O023969;2024-10-28;P00603;2;Lyon;Livré
O023970;2024-03-22;P00511;2;Lyon;Livré
O023971;2024-04-19;P00055;2;Paris;Livré
O023972;2024-11-07;P00218;15;Lyon;Expédié
O023973;2024-02-12;P00370;2;Marseille;Livré
O023977;2024-04-05;P00240;1;Paris;Livré
O023978;2024-12-13;P00747;8;Paris;Livré
O023980;2024-10-11;P00143;5;Lyon;Livré
O023981;2024-12-06;P00765;1;Lyon;Expédié
O023982;2024-11-29;P00470;20;Paris;Livré
O023983;2024-11-08;P00490;5;Marseille;Expédié
O023984;2024-05-19;P00032;3;Marseille;Livré
O023985;2024-12-16;P00766;2;Marseille;Livré
O023986;2024-05-25;P00024;12;Lyon;Livré
O023987;2024-10-17;P00604;1;Paris;Expédié
O023988;2024-09-22;P00671;2;Paris;Livré
O023989;2024-08-01;P00610;1;Marseille;Expédié
O023991;2024-12-14;P00620;8;Marseille;Livré
O023992;2024-04-28;P00873;3;Marseille;Livré
O023993;2024-11-25;P00976;5;Lyon;Livré
O023994;2024-10-06;P00418;1;Lyon;Livré
O023995;2024-12-17;P00212;5;Paris;Livré
O023997;2024-12-22;P00026;8;Paris;Expédié
O023998;2024-12-11;P00876;2;Paris;Expédié
O023999;2024-08-16;P00076;8;Marseille;Livré
O024002;2024-10-03;P00002;2;Marseille;Livré
O024003;2024-03-22;P00635;8;Paris;Livré
O024004;2024-12-10;P00466;1;Lyon;Livré
O024005;2024-12-12;P00541;3;Lyon;Livré
O024007;2024-12-11;P00466;15;Marseille;Expédié
O024008;2024-03-06;P00344;20;Marseille;Livré
O024009;2024-06-23;P00373;2;Paris;Expédié
O024011;2024-02-12;P00518;2;Marseille;Expédié
O024012;2024-01-21;P00135;1;Lyon;Livré
O024013;2024-11-11;P00202;10;Lyon;Livré
O024014;2024-09-24;P00991;3;Lyon;Livré
O024015;2024-12-05;P00809;2;Lyon;Expédié
O024016;2024-07-24;P00106;1;Marseille;Expédié
O024017;2024-11-01;P00435;15;Marseille;Livré
O024018;2024-12-03;P00733;3;Marseille;Expédié
O024019;2024-03-19;P00501;2;Lyon;Livré
O024021;2024-12-26;P00691;2;Marseille;Livré
O024022;2024-09-10;P00510;2;Marseille;Livré
O024026;2024-01-11;P00008;5;Lyon;Livré
O024027;2024-12-11;P00413;12;Marseille;Livré
O024028;2024-01-26;P00859;10;Marseille;Livré
O024029;2024-11-03;P00452;3;Lyon;Livré
O024030;2024-02-18;P00488;10;Lyon;Livré
O024031;2024-03-19;P00767;2;Marseille;Expédié
O024032;2024-09-16;P00092;2;Lyon;Livré
O024033;2024-09-13;P00905;20;Paris;Livré
O024034;2024-08-10;P00603;2;Lyon;Livré
O024035;2024-08-14;P00106;2;Paris;Livré
O024037;2024-11-05;P00764;20;Paris;Livré
O024038;2024-12-14;P00842;1;Marseille;Livré
O024039;2024-01-02;P00800;8;Marseille;Livré
O024040;2024-12-23;P00452;12;Marseille;Livré
O024041;2024-12-25;P00319;3;Paris;Expédié
O024042;2024-05-16;P00550;1;Paris;Expédié
O024043;2024-08-15;P00507;2;Marseille;Expédié
O024044;2024-11-25;P00620;1;Lyon;Livré
O024045;2024-04-09;P00699;2;Marseille;Livré
O024046;2024-08-18;P00193;8;Paris;Expédié
O024047;2024-12-24;P00764;2;Lyon;Livré
O024048;2024-12-01;P00170;2;Marseille;Livré
O024049;2024-12-17;P00620;3;Paris;Livré
O024050;2024-12-11;P00278;3;Lyon;Livré
O024051;2024-12-11;P00451;10;Paris;Expédié
O024052;2024-12-29;P00105;2;Paris;Expédié
O024054;2024-04-27;P00905;10;Lyon;Expédié
O024055;2024-12-17;P00271;3;Lyon;Expédié
O024056;2024-02-22;P00147;2;Marseille;Livré
O024057;2024-04-30;P00764;2;Marseille;Expédié
O024058;2024-12-26;P00367;2;Marseille;Livré
O024059;2024-10-03;P00882;5;Paris;Livré
O024060;2024-11-04;P00670;1;Paris;Livré
O024061;2024-01-09;P00490;12;Lyon;Livré
O024063;2024-02-13;P00764;3;Lyon;Livré
O024064;2024-12-09;P00635;12;Marseille;Expédié
O024065;2024-01-31;P00620;1;Marseille;Livré
O024066;2024-10-19;P00371;2;Paris;Livré
O024067;2024-11-17;P00013;1;Lyon;Expédié
O024068;2024-12-12;P00604;2;Lyon;Expédié
O024069;2024-01-04;P00462;10;Paris;Livré
O024070;2024-02-04;P00334;1;Marseille;Livré
